state,district,vaccinated1,vaccinated2,confirmed,recovered,deceased,tested,other
PB,Ludhiana,41184.0,30055.0,16.0,24.0,1.0,,
PB,Mansa,5340.0,4111.0,,1.0,,,
PB,Moga,5076.0,6757.0,1.0,8.0,,,
PB,Pathankot,1762.0,6090.0,20.0,7.0,,,
PB,Patiala,7659.0,10721.0,6.0,15.0,,,
PB,Rupnagar,1965.0,5708.0,20.0,7.0,,,
PB,S.A.S. Nagar,4914.0,9234.0,18.0,21.0,,,
PB,Sangrur,13224.0,9058.0,3.0,3.0,,,
PB,Shahid Bhagat Singh Nagar,2473.0,4917.0,1.0,1.0,,,
PB,Sri Muktsar Sahib,3942.0,5830.0,2.0,,,,
PB,Tarn Taran,8846.0,8145.0,,3.0,,,
PY,Karaikal,763.0,2980.0,53.0,63.0,,,
PY,Mahe,109.0,1003.0,58.0,46.0,,,
PY,Puducherry,7191.0,15005.0,163.0,202.0,,,
PY,Yanam,259.0,1082.0,4.0,4.0,,,
RJ,Ajmer,9133.0,56199.0,6.0,8.0,,,
RJ,Alwar,21681.0,29417.0,,,,,
RJ,Banswara,10612.0,22206.0,,,,,
RJ,Baran,6599.0,15157.0,1.0,,,,
RJ,Barmer,5670.0,16673.0,1.0,,,,
RJ,Bharatpur,10069.0,22595.0,,,,,
RJ,Bhilwara,5405.0,26146.0,,,,,
RJ,Bikaner,6565.0,17712.0,2.0,1.0,,,
RJ,Bundi,12488.0,24243.0,,,,,
RJ,Chittorgarh,6118.0,29167.0,,,,,
RJ,Churu,5483.0,26038.0,,,,,
RJ,Dausa,5627.0,29672.0,,,,,
RJ,Dholpur,4270.0,11868.0,,2.0,,,
RJ,Dungarpur,6673.0,19241.0,,,,,
RJ,Ganganagar,11153.0,29478.0,1.0,,,,
RJ,Hanumangarh,5057.0,30733.0,,,,,
RJ,Jaipur,24518.0,63582.0,16.0,9.0,,,
RJ,Jaisalmer,2951.0,9700.0,,,,,
RJ,Jalore,9304.0,26896.0,,,,,
RJ,Jhalawar,2527.0,16443.0,,,,,
RJ,Jhunjhunu,7946.0,42099.0,,,,,
RJ,Jodhpur,7707.0,22507.0,,3.0,,,
RJ,Karauli,19063.0,20813.0,,,,,
RJ,Kota,2612.0,26626.0,,,,,
RJ,Nagaur,6806.0,36157.0,,,,,
RJ,Pali,7082.0,26853.0,,1.0,,,
RJ,Pratapgarh,1130.0,25717.0,,,,,
RJ,Rajsamand,4092.0,14945.0,,,,,
RJ,Sawai Madhopur,8475.0,18843.0,,2.0,,,
RJ,Sikar,4520.0,20308.0,,,,,
RJ,Sirohi,9007.0,15482.0,,,,,
RJ,Tonk,2623.0,16223.0,,,,,
RJ,Udaipur,16803.0,51655.0,,,,,
SK,East Sikkim,528.0,10519.0,,,,,
SK,North Sikkim,23.0,447.0,,,,,
SK,South Sikkim,164.0,2223.0,,,,,
SK,Unknown,,,79.0,76.0,2.0,,6.0
SK,West Sikkim,67.0,855.0,,,,,
TG,Adilabad,11894.0,12694.0,,,,,
TG,Bhadradri Kothagudem,30988.0,31905.0,,,,,
TG,Hyderabad,48855.0,123025.0,,,,,
TG,Jagtial,50253.0,17153.0,,,,,
TG,Jangaon,20821.0,11508.0,,,,,
TG,Jayashankar Bhupalapally,4191.0,23712.0,,,,,
TG,Jogulamba Gadwal,23908.0,6281.0,,,,,
TG,Kamareddy,14692.0,16918.0,,,,,
TG,Karimnagar,12731.0,45384.0,,,,,
TG,Khammam,41893.0,68994.0,,,,,
TG,Komaram Bheem,17465.0,4048.0,,,,,
TG,Mahabubabad,36700.0,27419.0,,,,,
TG,Mahabubnagar,32811.0,19635.0,,,,,
TG,Mancherial,22489.0,15600.0,,,,,
TG,Medak,34422.0,25162.0,,,,,
TG,Medchal Malkajgiri,54568.0,93893.0,,,,,
TG,Mulugu,4190.0,10660.0,,,,,
TG,Nagarkurnool,30265.0,5469.0,,,,,
TG,Nalgonda,105864.0,33747.0,,,,,
TG,Narayanpet,14266.0,3428.0,,,,,
TG,Nirmal,16044.0,8396.0,,,,,
TG,Nizamabad,67852.0,21328.0,,,,,
TG,Peddapalli,18954.0,19908.0,,,,,
TG,Rajanna Sircilla,7398.0,17056.0,,,,,
TG,Ranga Reddy,76853.0,93482.0,,,,,
TG,Sangareddy,77693.0,32539.0,,,,,
TG,Siddipet,35164.0,25015.0,,,,,
TG,Suryapet,38975.0,24793.0,,,,,
TG,Unknown,,,1189.0,1121.0,9.0,,
TG,Vikarabad,20014.0,5848.0,,,,,
TG,Wanaparthy,13905.0,10313.0,,,,,
TG,Warangal Rural,25045.0,13208.0,,,,,
TG,Warangal Urban,21854.0,63907.0,,,,,
TG,Yadadri Bhuvanagiri,38752.0,28567.0,,,,,
TN,Airport Quarantine,,,1.0,1.0,,,
TN,Ariyalur,19203.0,29689.0,35.0,44.0,1.0,,
TN,Chengalpattu,26704.0,39438.0,627.0,706.0,5.0,,
TN,Chennai,52515.0,124932.0,880.0,1093.0,12.0,,
TN,Coimbatore,20971.0,79387.0,869.0,988.0,15.0,,
TN,Cuddalore,51773.0,101735.0,129.0,132.0,,,
TN,Dharmapuri,13388.0,27153.0,110.0,161.0,1.0,,
TN,Dindigul,19630.0,57260.0,58.0,51.0,1.0,,
TN,Erode,16741.0,46724.0,477.0,573.0,4.0,,
TN,Kallakurichi,22603.0,52087.0,66.0,118.0,,,
TN,Kancheepuram,13961.0,24360.0,225.0,259.0,2.0,,
TN,Kanyakumari,17732.0,51185.0,120.0,102.0,,,
TN,Karur,5882.0,32339.0,136.0,90.0,1.0,,
TN,Krishnagiri,15883.0,37027.0,134.0,160.0,1.0,,
TN,Madurai,26340.0,42498.0,99.0,122.0,3.0,,
TN,Mayiladuthurai,,,41.0,80.0,,,
TN,Nagapattinam,8662.0,23176.0,97.0,121.0,10.0,,
TN,Namakkal,12694.0,28265.0,315.0,397.0,2.0,,
TN,Nilgiris,1613.0,31952.0,124.0,220.0,3.0,,
TN,Perambalur,4307.0,17440.0,26.0,27.0,,,
TN,Pudukkottai,10691.0,34202.0,75.0,68.0,2.0,,
TN,Ramanathapuram,9961.0,32447.0,25.0,55.0,,,
TN,Ranipet,10793.0,13744.0,69.0,73.0,2.0,,
TN,Salem,25814.0,66134.0,427.0,442.0,3.0,,
TN,Sivaganga,10170.0,31816.0,82.0,78.0,,,
TN,Tenkasi,16935.0,21454.0,25.0,14.0,,,
TN,Thanjavur,49025.0,31228.0,310.0,428.0,6.0,,
TN,Theni,11199.0,33309.0,15.0,23.0,1.0,,
TN,Thiruvallur,25332.0,47695.0,252.0,396.0,3.0,,
TN,Thiruvarur,13453.0,29614.0,170.0,253.0,5.0,,
TN,Thoothukkudi,46323.0,22453.0,85.0,90.0,1.0,,
TN,Tiruchirappalli,32150.0,48874.0,302.0,334.0,5.0,,
TN,Tirunelveli,22582.0,19904.0,93.0,125.0,1.0,,
TN,Tirupathur,11111.0,24743.0,50.0,66.0,,,
TN,Tiruppur,20414.0,50762.0,504.0,537.0,5.0,,
TN,Tiruvannamalai,31415.0,73235.0,120.0,158.0,,,
TN,Vellore,18978.0,31716.0,117.0,139.0,1.0,,
TN,Viluppuram,53748.0,67153.0,79.0,83.0,1.0,,
TN,Virudhunagar,16628.0,50467.0,38.0,45.0,,,
TR,Dhalai,264.0,11234.0,1.0,2.0,,,
TR,Gomati,319.0,9611.0,8.0,3.0,,,
TR,Khowai,373.0,5866.0,3.0,,,,
TR,North Tripura,352.0,4099.0,4.0,8.0,,,
TR,Sipahijala,451.0,10397.0,8.0,4.0,,,
TR,South Tripura,267.0,5639.0,4.0,1.0,,,
TR,Unokoti,762.0,10307.0,4.0,3.0,,,
TR,West Tripura,1366.0,17141.0,55.0,41.0,,,
UP,Agra,23657.0,42953.0,,2.0,,,
UP,Aligarh,34650.0,57576.0,,,,,
UP,Ambedkar Nagar,21528.0,32042.0,1.0,,,,
UP,Amethi,19777.0,37617.0,,2.0,,,
UP,Amroha,16080.0,23048.0,,,,,
UP,Auraiya,6878.0,16443.0,,,,,
UP,Ayodhya,26036.0,37279.0,,1.0,,,
UP,Azamgarh,41754.0,63205.0,2.0,,,,
UP,Baghpat,7829.0,24151.0,,,,,
UP,Bahraich,54069.0,106010.0,,,,,
UP,Ballia,29248.0,48334.0,,,,,
UP,Balrampur,21033.0,56322.0,2.0,,,,
UP,Banda,38560.0,36938.0,1.0,,,,
UP,Barabanki,51121.0,59870.0,1.0,,,,
UP,Bareilly,68245.0,64148.0,1.0,1.0,,,
UP,Basti,24797.0,39395.0,2.0,,,,
UP,Bhadohi,15479.0,20211.0,,1.0,,,
UP,Bijnor,27491.0,53680.0,,,,,
UP,Budaun,53729.0,43678.0,,,,,
UP,Bulandshahr,18195.0,42644.0,,,1.0,,
UP,Chandauli,19998.0,31247.0,,1.0,,,
UP,Chitrakoot,13007.0,16383.0,,,,,
UP,Deoria,29495.0,67895.0,,,,,
UP,Etah,16622.0,25756.0,,,,,
UP,Etawah,52312.0,35349.0,,,,,
UP,Farrukhabad,15703.0,28433.0,1.0,,,,
UP,Fatehpur,13675.0,42615.0,1.0,,,,
UP,Firozabad,66838.0,47728.0,,,,,
UP,Gautam Buddha Nagar,22023.0,43162.0,6.0,13.0,,,
UP,Ghaziabad,47837.0,71692.0,3.0,2.0,,,
UP,Ghazipur,22615.0,43797.0,,2.0,,,
UP,Gonda,22042.0,51150.0,,,,,
UP,Gorakhpur,33169.0,69539.0,1.0,4.0,,,
UP,Hamirpur,11985.0,14350.0,,,,,
UP,Hapur,15823.0,21964.0,,2.0,,,
UP,Hardoi,29546.0,66612.0,,,,,
UP,Hathras,16507.0,25542.0,,,,,
UP,Jalaun,14119.0,21614.0,3.0,,,,
UP,Jaunpur,41689.0,67101.0,,2.0,,,
UP,Jhansi,10719.0,25914.0,1.0,,,,
UP,Kannauj,24440.0,44639.0,,,,,
UP,Kanpur Dehat,27985.0,38783.0,,,,,
UP,Kanpur Nagar,64788.0,66517.0,3.0,1.0,,,
UP,Kasganj,8148.0,13675.0,,,,,
UP,Kaushambi,38263.0,28403.0,1.0,,,,
UP,Kushinagar,16785.0,46465.0,,,,,
UP,Lakhimpur Kheri,46453.0,51586.0,1.0,,,,
UP,Lalitpur,8010.0,13539.0,1.0,,,,
UP,Lucknow,69404.0,107763.0,10.0,10.0,,,
UP,Maharajganj,20643.0,36312.0,,,,,
UP,Mahoba,4765.0,8960.0,,,,,
UP,Mainpuri,31507.0,37443.0,,,,,
UP,Mathura,10807.0,23027.0,1.0,1.0,,,
UP,Mau,25202.0,32390.0,1.0,1.0,,,
UP,Meerut,25100.0,57600.0,13.0,3.0,,,
UP,Mirzapur,24968.0,41785.0,,1.0,,,
UP,Moradabad,52013.0,39070.0,,1.0,,,
UP,Muzaffarnagar,15476.0,38924.0,1.0,,,,
UP,Pilibhit,9611.0,17989.0,,,,,
UP,Pratapgarh,40603.0,47832.0,,,,,
UP,Prayagraj,75719.0,79660.0,1.0,6.0,,,
UP,Rae Bareli,33906.0,46996.0,,,,,
UP,Rampur,23526.0,28753.0,2.0,,,,
UP,Saharanpur,19216.0,33326.0,,,,,
UP,Sambhal,27630.0,23914.0,,,,,
UP,Sant Kabir Nagar,44511.0,26920.0,,,,,
UP,Shahjahanpur,185421.0,79519.0,,,,,
UP,Shamli,12602.0,16389.0,,,,,
UP,Shrawasti,7342.0,17808.0,,,,,
UP,Siddharthnagar,18746.0,53973.0,,,,,
UP,Sitapur,33825.0,52112.0,,,,,
UP,Sonbhadra,21438.0,24430.0,,,,,
UP,Sultanpur,14962.0,31247.0,,,,,
UP,Unnao,26506.0,41790.0,,,,,
UP,Varanasi,38187.0,55104.0,2.0,1.0,,,
UT,Almora,729.0,10440.0,7.0,7.0,,,2.0
UT,Bageshwar,371.0,6323.0,1.0,,,,
UT,Chamoli,822.0,11652.0,4.0,4.0,,,
UT,Champawat,754.0,6007.0,3.0,,,,5.0
UT,Dehradun,5963.0,49795.0,30.0,24.0,,,2.0
UT,Haridwar,3960.0,52191.0,10.0,8.0,1.0,,1.0
UT,Nainital,2285.0,16850.0,10.0,14.0,,,
UT,Pauri Garhwal,2116.0,14253.0,3.0,5.0,,,
UT,Pithoragarh,930.0,10608.0,3.0,6.0,,,
UT,Rudraprayag,416.0,6212.0,,3.0,,,
UT,Tehri Garhwal,2235.0,15658.0,,,,,
UT,Udham Singh Nagar,3588.0,48283.0,,3.0,,,
UT,Uttarkashi,1063.0,9910.0,4.0,,,,2.0
WB,Alipurduar,38488.0,29790.0,31.0,35.0,,,
WB,Bankura,220390.0,76120.0,161.0,133.0,1.0,,
WB,Birbhum,99629.0,84919.0,176.0,102.0,,,
WB,Cooch Behar,122592.0,26214.0,77.0,93.0,,,
WB,Dakshin Dinajpur,53398.0,21657.0,111.0,108.0,1.0,,
WB,Darjeeling,21148.0,69087.0,189.0,214.0,1.0,,
WB,Hooghly,274722.0,105570.0,472.0,497.0,2.0,,
WB,Howrah,207351.0,95203.0,518.0,473.0,2.0,,
WB,Jalpaiguri,53967.0,63773.0,102.0,120.0,6.0,,
WB,Jhargram,39020.0,19553.0,25.0,39.0,,,
WB,Kalimpong,513.0,10626.0,18.0,28.0,,,
WB,Kolkata,36977.0,206020.0,1843.0,1553.0,25.0,,
WB,Malda,227391.0,55976.0,77.0,51.0,,,
WB,Murshidabad,621102.0,86224.0,48.0,40.0,1.0,,
WB,Nadia,251739.0,89327.0,302.0,326.0,8.0,,
WB,North 24 Parganas,235852.0,241201.0,1066.0,961.0,27.0,,
WB,Paschim Bardhaman,94473.0,72103.0,213.0,149.0,1.0,,
WB,Paschim Medinipur,270458.0,66132.0,181.0,198.0,1.0,,
WB,Purba Bardhaman,260764.0,51741.0,147.0,176.0,2.0,,
WB,Purba Medinipur,71724.0,144185.0,94.0,120.0,1.0,,
WB,Purulia,159111.0,40922.0,17.0,21.0,,,
WB,South 24 Parganas,310444.0,169231.0,542.0,470.0,5.0,,
WB,Uttar Dinajpur,130243.0,44686.0,43.0,46.0,2.0,,
