dates,confirmed,state,recovered,tested,deceased,vaccinated1,vaccinated2
03-09-2020,39943,JK,30759,1012892,743,0,0
04-09-2020,40990,JK,31435,1031316,755,0,0
05-09-2020,42241,JK,31924,1051826,770,0,0
06-09-2020,43557,JK,32327,1074998,784,0,0
07-09-2020,44570,JK,32760,1088652,801,0,0
08-09-2020,45925,JK,33251,1107406,815,0,0
09-09-2020,47542,JK,33871,1131076,832,0,0
10-09-2020,49134,JK,34215,1152563,845,0,0
11-09-2020,50712,JK,34689,1177773,854,0,0
12-09-2020,52410,JK,35285,1203799,864,0,0
13-09-2020,54096,JK,35737,1231698,878,0,0
14-09-2020,55325,JK,36381,1248495,895,0,0
15-09-2020,56654,JK,37062,1270310,914,0,0
16-09-2020,58244,JK,37809,1297329,932,0,0
17-09-2020,59711,JK,38521,1320240,951,0,0
18-09-2020,61041,JK,39305,1345750,966,0,0
19-09-2020,62533,JK,40265,1369702,987,0,0
20-09-2020,63990,JK,40957,1396729,1001,0,0
21-09-2020,65026,JK,42115,1415364,1024,0,0
22-09-2020,66261,JK,43734,1436409,1042,0,0
23-09-2020,67510,JK,46530,1464565,1062,0,0
24-09-2020,68614,JK,48079,1487962,1084,0,0
25-09-2020,69832,JK,49557,1513224,1105,0,0
26-09-2020,71049,JK,51494,1539284,1125,0,0
27-09-2020,72190,JK,52859,1563309,1132,0,0
28-09-2020,73014,JK,54267,1581606,1146,0,0
29-09-2020,74095,JK,55517,1600606,1164,0,0
30-09-2020,75070,JK,56872,1622775,1181,0,0
01-10-2020,76163,JK,58552,1643722,1198,0,0
02-10-2020,77253,JK,59952,1667587,1212,0,0
03-10-2020,78228,JK,61351,1685809,1231,0,0
04-10-2020,79106,JK,62404,1707503,1242,0,0
05-10-2020,79738,JK,63790,1723337,1252,0,0
06-10-2020,80476,JK,65496,1741300,1268,0,0
07-10-2020,81097,JK,67684,1761792,1282,0,0
08-10-2020,81793,JK,69020,1780540,1291,0,0
09-10-2020,82429,JK,69979,1800252,1306,0,0
10-10-2020,83064,JK,70955,1818753,1313,0,0
11-10-2020,83633,JK,71845,1839765,1322,0,0
12-10-2020,84031,JK,72706,1854486,1333,0,0
13-10-2020,84708,JK,73502,1875262,1340,0,0
14-10-2020,85409,JK,74318,1902884,1352,0,0
15-10-2020,86057,JK,75641,1929126,1358,0,0
16-10-2020,86754,JK,76479,1952850,1366,0,0
17-10-2020,87364,JK,77288,1978626,1372,0,0
18-10-2020,87942,JK,77886,2004113,1379,0,0
19-10-2020,88369,JK,78667,2023294,1388,0,0
20-10-2020,88958,JK,79437,2048631,1397,0,0
21-10-2020,89582,JK,80092,2075701,1402,0,0
22-10-2020,90166,JK,80802,2100760,1412,0,0
23-10-2020,90752,JK,81486,2125790,1424,0,0
24-10-2020,91329,JK,82219,2153529,1430,0,0
25-10-2020,91861,JK,82858,2175682,1438,0,0
26-10-2020,92225,JK,83485,2194292,1444,0,0
27-10-2020,92677,JK,84236,2214645,1451,0,0
28-10-2020,93213,JK,84782,2238671,1455,0,0
29-10-2020,93764,JK,85370,2261736,1466,0,0
30-10-2020,94330,JK,86024,2284588,1471,0,0
31-10-2020,94785,JK,86888,2303954,1478,0,0
01-11-2020,95325,JK,87517,2324411,1482,0,0
02-11-2020,95710,JK,88140,2343543,1490,0,0
03-11-2020,96188,JK,88718,2366741,1502,0,0
04-11-2020,96700,JK,89254,2391065,1511,0,0
05-11-2020,97224,JK,89905,2414248,1517,0,0
06-11-2020,97805,JK,90537,2439196,1523,0,0
07-11-2020,98337,JK,91225,2461279,1528,0,0
08-11-2020,98892,JK,91681,2486241,1533,0,0
09-11-2020,99352,JK,92245,2505835,1542,0,0
10-11-2020,99844,JK,92880,2529786,1549,0,0
11-11-2020,100351,JK,93313,2551946,1558,0,0
12-11-2020,100968,JK,93824,2578555,1566,0,0
13-11-2020,101594,JK,94375,2603471,1574,0,0
14-11-2020,102159,JK,94851,2628297,1580,0,0
15-11-2020,102619,JK,95342,2645975,1589,0,0
16-11-2020,103009,JK,95824,2660991,1597,0,0
17-11-2020,103581,JK,96392,2677771,1604,0,0
18-11-2020,104155,JK,96972,2701918,1613,0,0
19-11-2020,104715,JK,97537,2729618,1618,0,0
20-11-2020,105376,JK,98076,2756552,1622,0,0
21-11-2020,105984,JK,98640,2783244,1624,0,0
22-11-2020,106548,JK,99219,2810409,1629,0,0
23-11-2020,106899,JK,99827,2831855,1641,0,0
24-11-2020,107330,JK,100322,2856746,1651,0,0
25-11-2020,107819,JK,100892,2885308,1663,0,0
26-11-2020,108306,JK,101363,2912826,1668,0,0
27-11-2020,108871,JK,101959,2940302,1676,0,0
28-11-2020,109383,JK,102591,2969672,1680,0,0
29-11-2020,109854,JK,103082,2995668,1685,0,0
30-11-2020,110224,JK,103565,3014877,1694,0,0
01-12-2020,110678,JK,104068,3037239,1702,0,0
02-12-2020,111130,JK,104471,3064139,1708,0,0
03-12-2020,111712,JK,104890,3094143,1718,0,0
04-12-2020,112256,JK,105537,3121260,1730,0,0
05-12-2020,112757,JK,106006,3148894,1742,0,0
06-12-2020,113288,JK,106372,3174647,1746,0,0
07-12-2020,113568,JK,106758,3194883,1755,0,0
08-12-2020,114038,JK,107282,3218875,1761,0,0
09-12-2020,114407,JK,107624,3243834,1767,0,0
10-12-2020,114773,JK,108150,3269517,1775,0,0
11-12-2020,115207,JK,108572,3294008,1786,0,0
12-12-2020,115626,JK,109002,3319656,1793,0,0
13-12-2020,116008,JK,109507,3345171,1799,0,0
14-12-2020,116254,JK,109894,3366391,1802,0,0
15-12-2020,116600,JK,110354,3390826,1812,0,0
16-12-2020,116932,JK,110769,3420425,1817,0,0
17-12-2020,117317,JK,111164,3448733,1826,0,0
18-12-2020,117705,JK,111628,3475137,1833,0,0
19-12-2020,118006,JK,112093,3503197,1837,0,0
20-12-2020,118263,JK,112568,3528248,1841,0,0
21-12-2020,118495,JK,113026,3551273,1844,0,0
22-12-2020,118803,JK,113307,3581035,1850,0,0
23-12-2020,119053,JK,113645,3609605,1853,0,0
24-12-2020,119344,JK,113944,3639084,1860,0,0
25-12-2020,119628,JK,114353,3667726,1861,0,0
26-12-2020,119877,JK,114722,3693803,1867,0,0
27-12-2020,120137,JK,114986,3716877,1869,0,0
28-12-2020,120293,JK,115261,3739623,1875,0,0
29-12-2020,120527,JK,115560,3768849,1879,0,0
30-12-2020,120744,JK,115830,3792251,1880,0,0
31-12-2020,120971,JK,116079,3822674,1883,0,0
01-01-2021,121227,JK,116327,3851827,1884,0,0
02-01-2021,121471,JK,116587,3885403,1885,0,0
03-01-2021,121653,JK,116792,3916848,1886,0,0
04-01-2021,121786,JK,117211,3943822,1891,0,0
05-01-2021,121923,JK,117426,3970242,1897,0,0
06-01-2021,122049,JK,117690,3989145,1900,0,0
07-01-2021,122176,JK,117877,4011893,1903,0,0
08-01-2021,122298,JK,118150,4034984,1907,0,0
09-01-2021,122425,JK,118422,4059790,1909,0,0
10-01-2021,122538,JK,118617,4087291,1910,0,0
11-01-2021,122651,JK,118972,4112373,1911,0,0
12-01-2021,122764,JK,119170,4138707,1912,0,0
13-01-2021,122885,JK,119344,4164847,1912,0,0
14-01-2021,122964,JK,119581,4188783,1915,0,0
15-01-2021,123108,JK,119760,4211448,1920,0,0
16-01-2021,123217,JK,120016,4234239,1921,2044,0
17-01-2021,123343,JK,120198,4256135,1921,2044,0
18-01-2021,123425,JK,120392,4274813,1922,3375,0
19-01-2021,123538,JK,120512,4297224,1923,4395,0
20-01-2021,123647,JK,120625,4319042,1923,4414,0
21-01-2021,123764,JK,120729,4339419,1924,6847,0
22-01-2021,123852,JK,120826,4361420,1928,9827,0
23-01-2021,123946,JK,120914,4384771,1929,11647,0
24-01-2021,124019,JK,120987,4402248,1929,11647,0
25-01-2021,124083,JK,121070,4421013,1929,16173,0
26-01-2021,124157,JK,121124,4444236,1930,16173,0
27-01-2021,124234,JK,121253,4461439,1931,16331,0
28-01-2021,124297,JK,121402,4481723,1932,22401,0
29-01-2021,124373,JK,121617,4502603,1933,26634,0
30-01-2021,124449,JK,121752,4524200,1936,26634,0
31-01-2021,124506,JK,121822,4544387,1936,26634,0
01-02-2021,124550,JK,121905,4562133,1936,26634,0
02-02-2021,124594,JK,121988,4580204,1938,26634,0
03-02-2021,124659,JK,122049,4600637,1941,26634,0
04-02-2021,124719,JK,122124,4621705,1943,34475,0
05-02-2021,124785,JK,122187,4643543,1944,41624,0
06-02-2021,124850,JK,122275,4666171,1944,49419,0
07-02-2021,124909,JK,122335,4688992,1944,49419,0
08-02-2021,124952,JK,122415,4710630,1944,61035,0
09-02-2021,125007,JK,122470,4730411,1944,74219,0
10-02-2021,125052,JK,122502,4752735,1945,74219,0
11-02-2021,125117,JK,122542,4776402,1947,93570,0
12-02-2021,125208,JK,122626,4799891,1948,111470,0
13-02-2021,125268,JK,122703,4822635,1949,128822,807
14-02-2021,125341,JK,122768,4846627,1951,128822,807
15-02-2021,125405,JK,122837,4868541,1951,145600,1849
16-02-2021,125463,JK,122883,4892000,1951,159765,2501
17-02-2021,125547,JK,122939,4917708,1951,159765,2501
18-02-2021,125634,JK,122992,4942425,1954,177795,3756
19-02-2021,125715,JK,123059,4967246,1954,189840,5282
20-02-2021,125783,JK,123129,4993409,1954,200695,6731
21-02-2021,125867,JK,123192,5018612,1954,200695,6731
22-02-2021,125925,JK,123236,5038661,1954,210544,9315
23-02-2021,126019,JK,123298,5062994,1955,217910,10285
24-02-2021,126093,JK,123367,5090890,1955,217910,10285
25-02-2021,126201,JK,123426,5117679,1955,230494,13391
26-02-2021,126286,JK,123527,5147460,1956,240817,16255
27-02-2021,126383,JK,123599,5174945,1956,240817,16255
28-02-2021,126441,JK,123661,5201665,1957,240817,16255
01-03-2021,126504,JK,123717,5226361,1958,251276,17280
02-03-2021,126589,JK,123811,5253071,1958,262045,18096
03-03-2021,126693,JK,123860,5281141,1958,262045,18096
04-03-2021,126772,JK,123930,5309652,1959,279250,20168
05-03-2021,126853,JK,124002,5336858,1960,295633,23015
06-03-2021,126932,JK,124089,5363489,1961,312827,26397
07-03-2021,127044,JK,124190,5389798,1962,312827,26397
08-03-2021,127114,JK,124280,5411801,1963,333595,31206
09-03-2021,127191,JK,124367,5436662,1965,355149,37332
10-03-2021,127288,JK,124421,5462245,1968,355348,37021
11-03-2021,127363,JK,124498,5488910,1969,356152,37216
12-03-2021,127436,JK,124578,5512452,1971,356564,37255
13-03-2021,127535,JK,124680,5534502,1974,385625,51026
14-03-2021,127640,JK,124746,5558779,1974,385625,51026
15-03-2021,127734,JK,124823,5581500,1974,413985,64434
16-03-2021,127831,JK,124882,5606242,1976,440949,79347
17-03-2021,127957,JK,124972,5634811,1977,441129,79366
18-03-2021,128097,JK,125046,5663272,1978,470807,92572
19-03-2021,128249,JK,125118,5690460,1979,483488,100033
20-03-2021,128389,JK,125218,5717093,1980,494758,105157
21-03-2021,128547,JK,125276,5747468,1981,494758,105157
22-03-2021,128679,JK,125362,5773118,1981,518666,117592
23-03-2021,128836,JK,125443,5800849,1983,537307,124190
24-03-2021,129031,JK,125535,5830758,1983,537307,124190
25-03-2021,129203,JK,125627,5858408,1983,566021,131274
26-03-2021,129413,JK,125748,5888075,1984,590661,135575
27-03-2021,129684,JK,125886,5918723,1985,612275,139347
28-03-2021,129993,JK,126003,5950506,1989,612275,139347
29-03-2021,130228,JK,126129,5980072,1989,634953,142895
30-03-2021,130587,JK,126304,6017096,1990,656985,146839
31-03-2021,130960,JK,126435,6051587,1994,656985,146839
01-04-2021,131421,JK,126549,6089662,1998,693927,151898
02-04-2021,131938,JK,126720,6130386,2003,725720,164014
03-04-2021,132439,JK,126860,6168752,2005,754726,167836
04-04-2021,133012,JK,127049,6211099,2008,781331,170035
05-04-2021,133454,JK,127290,6246356,2010,815056,166590
06-04-2021,134015,JK,127520,6286013,2012,875779,171870
07-04-2021,134827,JK,127774,6329888,2018,920603,175142
08-04-2021,135662,JK,128020,6373912,2019,995441,182460
09-04-2021,136470,JK,128332,6416947,2023,1053961,186819
10-04-2021,137475,JK,128691,6459007,2029,1095827,190736
11-04-2021,138390,JK,129021,6502828,2034,1129343,193025
12-04-2021,139381,JK,129439,6536949,2034,1191248,199688
13-04-2021,140650,JK,129932,6573965,2037,1217868,202931
14-04-2021,141736,JK,130304,6611924,2042,1245958,206806
15-04-2021,142877,JK,130791,6648718,2046,1285932,214761
16-04-2021,144021,JK,131353,6683730,2048,1322237,222437
17-04-2021,145166,JK,132205,6720261,2051,1358847,230405
18-04-2021,146692,JK,133168,6760101,2057,1386613,235537
19-04-2021,148208,JK,133981,6794193,2063,1439629,248768
20-04-2021,150238,JK,134697,6833449,2071,1492606,260671
21-04-2021,152442,JK,135430,6877256,2084,1533009,268462
22-04-2021,154407,JK,136221,6919992,2092,1577017,279978
23-04-2021,156344,JK,137240,6961115,2111,1632676,292340
24-04-2021,158374,JK,138184,7001906,2126,1692218,305623
25-04-2021,160755,JK,139050,7046228,2147,1731794,311992
26-04-2021,162890,JK,140117,7080758,2172,1799415,327649
27-04-2021,166054,JK,141574,7125036,2197,1848977,338553
28-04-2021,169077,JK,142537,7172458,2227,1905011,351789
29-04-2021,172551,JK,144154,7222471,2253,1947275,364162
30-04-2021,176083,JK,145441,7268521,2283,1975108,373155
01-05-2021,179915,JK,147242,7312926,2330,1997474,381082
02-05-2021,183486,JK,148695,7348647,2370,2027655,387799
03-05-2021,187219,JK,150231,7380302,2421,2062003,402049
04-05-2021,191869,JK,152109,7418169,2458,2086235,411593
05-05-2021,196585,JK,154447,7460537,2510,2123473,426826
06-05-2021,201511,JK,157283,7507938,2562,2152632,443821
07-05-2021,206954,JK,160035,7557656,2612,2188417,464090
08-05-2021,211742,JK,162535,7604448,2672,2212016,480864
09-05-2021,216932,JK,164958,7653001,2726,2218533,485248
10-05-2021,220546,JK,167813,7689823,2782,2231970,500169
11-05-2021,224898,JK,171350,7731176,2847,2244259,514862
12-05-2021,229407,JK,174953,7775092,2912,2251992,518548
13-05-2021,233763,JK,177948,7819421,2967,2255270,520482
14-05-2021,236790,JK,181762,7850973,3027,2264605,526627
15-05-2021,240467,JK,185902,7884512,3090,2275190,531925
16-05-2021,244608,JK,189836,7921228,3149,2283447,532105
17-05-2021,247952,JK,193878,7955865,3222,2297300,532718
18-05-2021,251919,JK,197701,7996880,3293,2309920,533068
19-05-2021,255888,JK,202039,8045445,3355,2317478,533198
20-05-2021,260057,JK,206081,8092877,3422,2370353,534917
21-05-2021,263905,JK,210547,8140036,3465,2383047,535660
22-05-2021,267313,JK,214664,8188640,3513,2417120,537331
23-05-2021,270621,JK,219620,8233797,3564,2435402,537975
24-05-2021,272858,JK,223619,8270069,3609,2470791,539351
25-05-2021,275822,JK,227242,8311463,3662,2506549,540117
26-05-2021,278859,JK,231265,8359521,3702,2554142,540479
27-05-2021,281628,JK,235617,8403522,3739,2613736,541062
28-05-2021,284431,JK,239254,8448327,3795,2662281,541852
29-05-2021,286684,JK,243588,8492134,3841,2699374,542836
30-05-2021,288940,JK,247393,8533925,3870,2721398,543404
31-05-2021,290465,JK,251463,8567159,3907,2754337,546074
01-06-2021,292360,JK,255145,8605273,3939,2783305,549856
02-06-2021,294078,JK,258536,8651026,3963,2812550,553591
03-06-2021,295879,JK,261230,8697398,3992,2841054,557041
04-06-2021,297602,JK,263961,8746810,4026,2867361,561218
05-06-2021,299050,JK,266576,8797513,4051,2894604,564795
06-06-2021,300490,JK,269675,8847766,4074,2908199,565694
07-06-2021,301467,JK,273853,8887902,4090,2929158,569222
08-06-2021,302651,JK,276733,8932882,4101,2951221,572869
09-06-2021,303749,JK,279779,8985138,4118,2973516,574430
10-06-2021,304866,JK,282142,9035646,4143,3002894,577100
11-06-2021,305772,JK,284027,9083419,4160,3033379,579658
12-06-2021,306638,JK,286180,9129947,4174,3064681,582241
13-06-2021,307412,JK,288145,9173077,4186,3093150,582955
14-06-2021,308011,JK,290284,9214386,4195,3145764,585201
15-06-2021,308726,JK,292114,9258141,4205,3192197,587340
16-06-2021,309361,JK,293763,9304004,4217,3226456,588593
17-06-2021,310017,JK,295189,9354739,4226,3264211,591612
18-06-2021,310688,JK,296360,9403958,4234,3307205,596441
19-06-2021,311209,JK,297557,9451574,4238,3349640,601078
20-06-2021,311794,JK,298911,9498532,4252,3366524,602212
21-06-2021,312156,JK,300135,9537386,4262,3399795,606130
22-06-2021,312584,JK,301134,9581172,4269,3435703,610811
23-06-2021,313028,JK,301973,9629643,4273,3499026,615567
24-06-2021,313476,JK,302655,9679738,4284,3541520,621477
25-06-2021,313974,JK,303526,9727679,4291,3603415,629715
26-06-2021,314316,JK,304390,9774384,4296,3644117,639077
27-06-2021,314731,JK,305135,9819423,4304,3700498,645594
28-06-2021,314990,JK,305684,9858530,4310,3759152,658346
29-06-2021,315298,JK,306177,9907016,4316,3802068,666012
30-06-2021,315662,JK,306739,9960678,4323,3845292,680870
01-07-2021,315960,JK,307312,10017517,4327,3877660,693765
02-07-2021,316291,JK,307749,10077056,4333,3949930,722113
03-07-2021,316629,JK,308246,10138591,4335,4014703,746876
04-07-2021,316976,JK,308672,10201963,4337,4052689,754724
05-07-2021,317250,JK,309133,10255161,4343,4103997,770582
06-07-2021,317481,JK,309554,10314088,4345,4149494,780541
07-07-2021,317761,JK,309973,10379791,4349,4210635,794594
08-07-2021,318023,JK,310326,10441369,4353,4254750,810355
09-07-2021,318284,JK,310630,10501931,4354,4272302,816684
10-07-2021,318469,JK,310985,10560499,4356,4293976,821422
11-07-2021,318693,JK,311334,10621241,4357,4314682,835458
12-07-2021,318848,JK,311782,10673690,4357,4339497,857065
13-07-2021,318991,JK,312198,10727100,4358,4400294,869421
14-07-2021,319152,JK,312556,10786504,4360,4412222,875881
15-07-2021,319355,JK,312890,10846544,4361,4453359,911461
16-07-2021,319576,JK,313098,10906400,4362,4489837,948165
17-07-2021,319755,JK,313375,10967488,4363,4513138,969375
18-07-2021,319901,JK,313618,11027332,4364,4544747,991028
19-07-2021,320024,JK,313886,11082476,4365,4586665,1036891
20-07-2021,320112,JK,314107,11137883,4371,4615769,1061657
21-07-2021,320256,JK,314282,11190756,4372,4622184,1065720
22-07-2021,320340,JK,314454,11233153,4373,4628687,1070146
23-07-2021,320403,JK,314620,11268573,4374,4646398,1088967
24-07-2021,320491,JK,314798,11312556,4374,4688632,1133624
25-07-2021,320657,JK,314995,11370796,4374,4711795,1150609
26-07-2021,320759,JK,315184,11424602,4375,4743470,1180480
27-07-2021,320866,JK,315367,11481365,4375,4762465,1196522
28-07-2021,321026,JK,315511,11540557,4376,4805043,1228284
29-07-2021,321207,JK,315686,11602136,4377,4844632,1261012
30-07-2021,321344,JK,315795,11660513,4378,4876324,1287629
31-07-2021,321462,JK,315908,11718976,4378,4953348,1310156
01-08-2021,321607,JK,316017,11777725,4379,4981321,1324274
02-08-2021,321725,JK,316090,11827953,4381,5032466,1356910
03-08-2021,321865,JK,316188,11885181,4384,5073021,1380324
04-08-2021,322014,JK,316315,11947718,4385,5094719,1392453
05-08-2021,322142,JK,316398,12009826,4386,5139183,1414386
06-08-2021,322286,JK,316496,12072911,4386,5175592,1428185
07-08-2021,322428,JK,316632,12133916,4386,5237597,1456341
08-08-2021,322550,JK,316761,12197112,4389,5270362,1469679
09-08-2021,322658,JK,316957,12249063,4390,5325806,1491262
10-08-2021,322771,JK,317081,12307566,4392,5376054,1508641
11-08-2021,322885,JK,317195,12364041,4393,5408390,1520454
12-08-2021,323061,JK,317359,12419709,4395,5463241,1541583
13-08-2021,323190,JK,317471,12473357,4395,5512717,1560204
14-08-2021,323325,JK,317627,12526914,4395,5546683,1573539
15-08-2021,323422,JK,317737,12577021,4397,5558861,1577148
16-08-2021,323499,JK,317872,12616035,4398,5603309,1594820
17-08-2021,323582,JK,318025,12659292,4399,5640258,1611149
18-08-2021,323682,JK,318157,12712483,4400,5670977,1623420
19-08-2021,323792,JK,318283,12765917,4400,5705878,1637831
20-08-2021,323951,JK,318409,12812781,4401,5735458,1649882
21-08-2021,324095,JK,318535,12860541,4401,5765135,1660893
22-08-2021,324202,JK,318635,12907674,4402,5789969,1669502
23-08-2021,324295,JK,318838,12948223,4403,5846542,1694854
24-08-2021,324420,JK,318961,12993388,4404,5895229,1717652
25-08-2021,324546,JK,319064,13045835,4404,5930710,1732691
26-08-2021,324647,JK,319183,13101676,4404,5963932,1746706
27-08-2021,324813,JK,319259,13161376,4405,5997062,1757260
28-08-2021,324979,JK,319362,13219524,4406,5997062,1757260
29-08-2021,325148,JK,319465,13276258,4407,6096360,1793209
30-08-2021,325253,JK,319582,13326639,4407,6159275,1812630
31-08-2021,325419,JK,319681,13373127,4408,6252120,1848071
01-09-2021,325529,JK,319801,13423728,4409,6326487,1874259
02-09-2021,325618,JK,319889,13477911,4409,6363704,1897809
03-09-2021,325714,JK,319925,13523007,4409,6397430,1916913
04-09-2021,325830,JK,320093,13558542,4410,6434920,1936979
05-09-2021,325940,JK,320208,13598009,4410,6451281,1944438
06-09-2021,326033,JK,320337,13639324,4410,6497878,1977605
07-09-2021,326159,JK,320485,13682053,4410,6576403,2052406
08-09-2021,326310,JK,320648,13729496,4411,6630328,2143338
09-09-2021,326480,JK,320806,13780361,4411,6689231,2254308
10-09-2021,326653,JK,320948,13834906,4411,6738608,2363725
11-09-2021,326799,JK,321086,13887059,4412,6801788,2442893
12-09-2021,326904,JK,321205,13939341,4414,6842033,2492088
13-09-2021,326990,JK,321329,13984660,4414,6905328,2550897
14-09-2021,327140,JK,321401,14034141,4414,6954599,2599694
15-09-2021,327296,JK,321532,14090434,4415,6999607,2652498
16-09-2021,327466,JK,321630,14147712,4415,7060178,2713646
17-09-2021,327621,JK,321765,14204747,4416,7122875,2786826
18-09-2021,327773,JK,321878,14260916,4416,7169817,2852500
19-09-2021,327941,JK,322032,14315258,4416,7204844,2895227
20-09-2021,328069,JK,322191,14361320,4417,7250151,2945579
21-09-2021,328214,JK,322345,14408501,4419,7301238,2997646
22-09-2021,328418,JK,322463,14460335,4419,7364395,3053977
23-09-2021,328590,JK,322554,14514120,4419,7441156,3116463
24-09-2021,328738,JK,322713,14566269,4420,7518522,3186371
25-09-2021,328881,JK,322897,14616040,4421,7592040,3252355
26-09-2021,329008,JK,323072,14666921,4422,7648256,3295466
27-09-2021,329125,JK,323190,14709798,4422,7720991,3358364
28-09-2021,329220,JK,323378,14755511,4422,7791854,3425292
29-09-2021,329320,JK,323510,14801844,4422,7853933,3482680
30-09-2021,329430,JK,323663,14854376,4422,7939446,3540782
01-10-2021,329563,JK,323801,14905355,4423,8024352,3597367
02-10-2021,329687,JK,323969,14955156,4424,8131549,3645704
03-10-2021,329789,JK,324164,15003238,4424,8228957,3683377
04-10-2021,329889,JK,324308,15044940,4424,8345748,3742296
05-10-2021,329991,JK,324493,15092025,4424,8463351,3796583
06-10-2021,330118,JK,324627,15139495,4426,8591826,3840787
07-10-2021,330252,JK,324736,15191409,4426,8728569,3884520
08-10-2021,330352,JK,324827,15246990,4426,8863715,3925665
09-10-2021,330434,JK,324908,15297670,4426,8960608,3972577
10-10-2021,330533,JK,325016,15350279,4426,9071357,3999987
11-10-2021,330586,JK,325111,15394415,4426,9162264,4046393
12-10-2021,330666,JK,325247,15442725,4426,9244397,4098317
13-10-2021,330741,JK,325369,15492451,4426,9306206,4146183
14-10-2021,330834,JK,325473,15541140,4426,9337723,4186527
15-10-2021,330885,JK,325564,15587199,4426,9365618,4228137
16-10-2021,330967,JK,325686,15631605,4426,9389776,4289607
17-10-2021,331062,JK,325793,15675779,4426,9404423,4335339
18-10-2021,331137,JK,325893,15714258,4428,9423086,4404034
19-10-2021,331221,JK,325990,15752720,4428,9438569,4462611
20-10-2021,331299,JK,326070,15789527,4429,9450816,4526499
21-10-2021,331386,JK,326143,15833125,4429,9462229,4593908
22-10-2021,331494,JK,326195,15876555,4429,9469202,4650081
23-10-2021,331566,JK,326275,15914050,4429,9474394,4700559
24-10-2021,331638,JK,326343,15947738,4429,9477690,4734628
25-10-2021,331698,JK,326433,15975291,4430,9483886,4795626
26-10-2021,331795,JK,326510,16010290,4431,9489226,4849174
27-10-2021,331865,JK,326596,16045284,4431,9495116,4911862
28-10-2021,331963,JK,326668,16084751,4432,9501078,4980506
29-10-2021,332053,JK,326749,16124429,4432,9505385,5039761
30-10-2021,332154,JK,326836,16163431,4432,9509489,5104269
31-10-2021,332249,JK,326915,16202346,4432,9511073,5149471
09-03-2020,1,KA,0,0,0,0,0
10-03-2020,4,KA,0,0,0,0,0
11-03-2020,4,KA,0,0,0,0,0
12-03-2020,5,KA,0,0,0,0,0
13-03-2020,6,KA,0,0,1,0,0
14-03-2020,6,KA,0,0,1,0,0
15-03-2020,6,KA,0,0,1,0,0
16-03-2020,7,KA,0,0,1,0,0
17-03-2020,11,KA,0,0,1,0,0
18-03-2020,14,KA,0,0,1,0,0
19-03-2020,15,KA,0,0,1,0,0
20-03-2020,15,KA,1,0,1,0,0
21-03-2020,20,KA,1,0,1,0,0
22-03-2020,26,KA,1,0,1,0,0
23-03-2020,33,KA,1,0,1,0,0
24-03-2020,41,KA,3,0,1,0,0
25-03-2020,51,KA,3,0,1,0,0
26-03-2020,55,KA,3,0,2,0,0
27-03-2020,64,KA,5,0,3,0,0
28-03-2020,76,KA,5,0,3,0,0
29-03-2020,83,KA,5,0,3,0,0
30-03-2020,88,KA,6,0,3,0,0
31-03-2020,101,KA,8,0,3,0,0
01-04-2020,110,KA,9,0,3,0,0
02-04-2020,124,KA,11,0,3,0,0
03-04-2020,128,KA,11,4587,4,0,0
04-04-2020,144,KA,11,4587,4,0,0
05-04-2020,151,KA,12,4587,4,0,0
06-04-2020,163,KA,20,4587,4,0,0
07-04-2020,175,KA,25,6580,4,0,0
08-04-2020,181,KA,28,6967,5,0,0
09-04-2020,197,KA,30,7613,6,0,0
10-04-2020,207,KA,34,7975,6,0,0
11-04-2020,215,KA,39,8560,6,0,0
12-04-2020,232,KA,54,9251,6,0,0
13-04-2020,247,KA,60,10017,8,0,0
14-04-2020,260,KA,71,11107,10,0,0
15-04-2020,279,KA,80,12483,12,0,0
16-04-2020,315,KA,82,13724,13,0,0
17-04-2020,359,KA,88,17594,13,0,0
18-04-2020,384,KA,104,19186,14,0,0
19-04-2020,390,KA,111,21367,16,0,0
20-04-2020,408,KA,112,23460,16,0,0
21-04-2020,418,KA,129,26233,17,0,0
22-04-2020,427,KA,131,29512,17,0,0
23-04-2020,445,KA,145,32122,17,0,0
24-04-2020,474,KA,152,35958,18,0,0
25-04-2020,500,KA,158,39083,18,0,0
26-04-2020,503,KA,182,42964,19,0,0
27-04-2020,512,KA,193,45685,20,0,0
28-04-2020,523,KA,207,50512,20,0,0
29-04-2020,535,KA,216,55404,21,0,0
30-04-2020,565,KA,229,60156,22,0,0
01-05-2020,589,KA,251,64898,22,0,0
02-05-2020,601,KA,271,69730,25,0,0
03-05-2020,614,KA,293,74898,25,0,0
04-05-2020,651,KA,321,79193,27,0,0
05-05-2020,673,KA,331,83806,29,0,0
06-05-2020,693,KA,354,88777,29,0,0
07-05-2020,705,KA,366,93535,30,0,0
08-05-2020,753,KA,376,98081,30,0,0
09-05-2020,794,KA,386,103098,30,0,0
10-05-2020,848,KA,422,107311,31,0,0
11-05-2020,862,KA,426,111595,31,0,0
12-05-2020,925,KA,433,116533,31,0,0
13-05-2020,959,KA,451,121178,33,0,0
14-05-2020,987,KA,460,128373,35,0,0
15-05-2020,1056,KA,480,133724,36,0,0
16-05-2020,1092,KA,496,140024,36,0,0
17-05-2020,1147,KA,509,145398,37,0,0
18-05-2020,1246,KA,530,151663,37,0,0
19-05-2020,1395,KA,543,158599,40,0,0
20-05-2020,1462,KA,556,166781,41,0,0
