dates,confirmed,state,recovered,tested,deceased,vaccinated1,vaccinated2
26-03-2020,1,AN,0,0,0,0,0
27-03-2020,6,AN,0,0,0,0,0
28-03-2020,9,AN,0,0,0,0,0
29-03-2020,9,AN,0,0,0,0,0
30-03-2020,10,AN,0,0,0,0,0
31-03-2020,10,AN,0,0,0,0,0
01-04-2020,10,AN,0,0,0,0,0
02-04-2020,10,AN,0,0,0,0,0
03-04-2020,10,AN,0,0,0,0,0
04-04-2020,10,AN,0,0,0,0,0
05-04-2020,10,AN,0,0,0,0,0
06-04-2020,10,AN,0,0,0,0,0
07-04-2020,10,AN,0,0,0,0,0
08-04-2020,11,AN,0,0,0,0,0
09-04-2020,11,AN,10,0,0,0,0
10-04-2020,11,AN,10,0,0,0,0
11-04-2020,11,AN,10,0,0,0,0
12-04-2020,11,AN,10,0,0,0,0
13-04-2020,11,AN,10,0,0,0,0
14-04-2020,11,AN,10,0,0,0,0
15-04-2020,11,AN,10,0,0,0,0
16-04-2020,11,AN,11,0,0,0,0
17-04-2020,12,AN,11,1403,0,0,0
18-04-2020,14,AN,11,1403,0,0,0
19-04-2020,15,AN,11,1403,0,0,0
20-04-2020,16,AN,11,1403,0,0,0
21-04-2020,17,AN,11,1403,0,0,0
22-04-2020,18,AN,11,1403,0,0,0
23-04-2020,22,AN,11,1403,0,0,0
24-04-2020,29,AN,11,2679,0,0,0
25-04-2020,33,AN,11,2679,0,0,0
26-04-2020,33,AN,11,2679,0,0,0
27-04-2020,33,AN,11,2848,0,0,0
28-04-2020,33,AN,15,2848,0,0,0
29-04-2020,33,AN,15,2848,0,0,0
30-04-2020,33,AN,16,2848,0,0,0
01-05-2020,33,AN,16,3754,0,0,0
02-05-2020,33,AN,26,3754,0,0,0
03-05-2020,33,AN,32,3754,0,0,0
04-05-2020,33,AN,32,3754,0,0,0
05-05-2020,33,AN,32,3754,0,0,0
06-05-2020,33,AN,32,3754,0,0,0
07-05-2020,33,AN,33,3754,0,0,0
08-05-2020,33,AN,33,3754,0,0,0
09-05-2020,33,AN,33,3754,0,0,0
10-05-2020,33,AN,33,3754,0,0,0
11-05-2020,33,AN,33,3754,0,0,0
12-05-2020,33,AN,33,3754,0,0,0
13-05-2020,33,AN,33,3754,0,0,0
14-05-2020,33,AN,33,3754,0,0,0
15-05-2020,33,AN,33,3754,0,0,0
16-05-2020,33,AN,33,6677,0,0,0
17-05-2020,33,AN,33,6677,0,0,0
18-05-2020,33,AN,33,6677,0,0,0
19-05-2020,33,AN,33,6965,0,0,0
20-05-2020,33,AN,33,7082,0,0,0
21-05-2020,33,AN,33,7167,0,0,0
22-05-2020,33,AN,33,7263,0,0,0
23-05-2020,33,AN,33,7327,0,0,0
24-05-2020,33,AN,33,7327,0,0,0
25-05-2020,33,AN,33,7363,0,0,0
26-05-2020,33,AN,33,7448,0,0,0
27-05-2020,33,AN,33,7499,0,0,0
28-05-2020,33,AN,33,7519,0,0,0
29-05-2020,33,AN,33,7567,0,0,0
30-05-2020,33,AN,33,7567,0,0,0
31-05-2020,33,AN,33,7706,0,0,0
01-06-2020,33,AN,33,7805,0,0,0
02-06-2020,33,AN,33,8086,0,0,0
03-06-2020,33,AN,33,8295,0,0,0
04-06-2020,33,AN,33,8413,0,0,0
05-06-2020,33,AN,33,8694,0,0,0
06-06-2020,33,AN,33,9037,0,0,0
07-06-2020,33,AN,33,9242,0,0,0
08-06-2020,33,AN,33,9341,0,0,0
09-06-2020,34,AN,33,9859,0,0,0
10-06-2020,35,AN,33,10010,0,0,0
11-06-2020,38,AN,33,10226,0,0,0
12-06-2020,38,AN,33,10697,0,0,0
13-06-2020,38,AN,33,10955,0,0,0
14-06-2020,40,AN,33,11356,0,0,0
15-06-2020,41,AN,33,11518,0,0,0
16-06-2020,44,AN,33,11809,0,0,0
17-06-2020,44,AN,33,12239,0,0,0
18-06-2020,45,AN,35,12622,0,0,0
19-06-2020,47,AN,35,12930,0,0,0
20-06-2020,47,AN,35,13320,0,0,0
21-06-2020,48,AN,37,13434,0,0,0
22-06-2020,48,AN,37,13511,0,0,0
23-06-2020,50,AN,40,13723,0,0,0
24-06-2020,56,AN,41,13994,0,0,0
25-06-2020,58,AN,41,14277,0,0,0
26-06-2020,72,AN,43,14583,0,0,0
27-06-2020,72,AN,43,14851,0,0,0
28-06-2020,83,AN,45,15094,0,0,0
29-06-2020,90,AN,45,15410,0,0,0
30-06-2020,97,AN,45,15709,0,0,0
01-07-2020,100,AN,50,15982,0,0,0
02-07-2020,109,AN,51,16278,0,0,0
03-07-2020,116,AN,54,16626,0,0,0
04-07-2020,119,AN,66,16832,0,0,0
05-07-2020,125,AN,72,16909,0,0,0
06-07-2020,141,AN,74,17095,0,0,0
07-07-2020,147,AN,74,17381,0,0,0
08-07-2020,149,AN,74,17643,0,0,0
09-07-2020,156,AN,83,17852,0,0,0
10-07-2020,156,AN,92,18046,0,0,0
11-07-2020,156,AN,92,18315,0,0,0
12-07-2020,163,AN,100,18447,0,0,0
13-07-2020,166,AN,109,18609,0,0,0
14-07-2020,171,AN,129,18884,0,0,0
15-07-2020,176,AN,130,19061,0,0,0
16-07-2020,180,AN,133,19227,0,0,0
17-07-2020,184,AN,142,19421,0,0,0
18-07-2020,188,AN,145,19671,0,0,0
19-07-2020,203,AN,145,19904,0,0,0
20-07-2020,207,AN,151,20301,0,0,0
21-07-2020,212,AN,159,20642,0,0,0
22-07-2020,221,AN,163,21043,0,0,0
23-07-2020,240,AN,170,21310,0,0,0
24-07-2020,259,AN,174,21743,0,0,0
25-07-2020,290,AN,176,21965,0,0,0
26-07-2020,318,AN,180,22049,0,0,0
27-07-2020,338,AN,192,22548,1,0,0
28-07-2020,363,AN,196,22925,1,0,0
29-07-2020,428,AN,201,23217,2,0,0
30-07-2020,470,AN,201,23615,3,0,0
31-07-2020,548,AN,214,24038,5,0,0
01-08-2020,636,AN,226,24308,7,0,0
02-08-2020,734,AN,242,24580,8,0,0
03-08-2020,830,AN,263,25034,10,0,0
04-08-2020,928,AN,277,25492,12,0,0
05-08-2020,1027,AN,326,25826,14,0,0
06-08-2020,1123,AN,355,26516,16,0,0
07-08-2020,1222,AN,425,26915,19,0,0
08-08-2020,1351,AN,500,27073,20,0,0
09-08-2020,1490,AN,648,27103,20,0,0
10-08-2020,1625,AN,709,27346,20,0,0
11-08-2020,1764,AN,749,27455,21,0,0
12-08-2020,1900,AN,829,27744,21,0,0
13-08-2020,2037,AN,924,27973,22,0,0
14-08-2020,2186,AN,1032,28129,24,0,0
15-08-2020,2306,AN,1128,28209,24,0,0
16-08-2020,2399,AN,1226,28229,28,0,0
17-08-2020,2445,AN,1325,28672,29,0,0
18-08-2020,2529,AN,1421,28937,30,0,0
19-08-2020,2604,AN,1529,29303,30,0,0
20-08-2020,2680,AN,1638,29487,31,0,0
21-08-2020,2747,AN,1744,29573,32,0,0
22-08-2020,2808,AN,1853,29888,32,0,0
23-08-2020,2860,AN,1963,30278,33,0,0
24-08-2020,2904,AN,2092,30513,35,0,0
25-08-2020,2945,AN,2231,31082,37,0,0
26-08-2020,2985,AN,2309,31646,41,0,0
27-08-2020,3018,AN,2374,31830,42,0,0
28-08-2020,3050,AN,2444,32100,42,0,0
29-08-2020,3081,AN,2519,32407,44,0,0
30-08-2020,3104,AN,2586,32674,45,0,0
31-08-2020,3132,AN,2647,33485,46,0,0
01-09-2020,3160,AN,2714,35104,46,0,0
02-09-2020,3186,AN,2758,36136,47,0,0
03-09-2020,3223,AN,2823,37075,48,0,0
04-09-2020,3257,AN,2863,37825,49,0,0
05-09-2020,3292,AN,2904,38574,50,0,0
06-09-2020,3332,AN,2951,39205,50,0,0
07-09-2020,3359,AN,2997,39995,50,0,0
08-09-2020,3392,AN,3035,41039,50,0,0
09-09-2020,3426,AN,3078,41776,51,0,0
10-09-2020,3465,AN,3121,42792,51,0,0
11-09-2020,3494,AN,3157,43680,51,0,0
12-09-2020,3521,AN,3202,44570,51,0,0
13-09-2020,3546,AN,3243,45279,51,0,0
14-09-2020,3557,AN,3278,45987,52,0,0
15-09-2020,3574,AN,3318,46823,52,0,0
16-09-2020,3593,AN,3345,47794,52,0,0
17-09-2020,3604,AN,3378,48861,52,0,0
18-09-2020,3631,AN,3414,50035,52,0,0
19-09-2020,3644,AN,3436,50681,52,0,0
20-09-2020,3651,AN,3451,51262,52,0,0
21-09-2020,3673,AN,3469,52220,52,0,0
22-09-2020,3691,AN,3479,52845,52,0,0
23-09-2020,3712,AN,3494,53591,52,0,0
24-09-2020,3744,AN,3503,52992,52,0,0
25-09-2020,3759,AN,3528,55169,52,0,0
26-09-2020,3774,AN,3551,56059,52,0,0
27-09-2020,3794,AN,3553,56661,53,0,0
28-09-2020,3803,AN,3582,57343,53,0,0
29-09-2020,3821,AN,3587,58135,53,0,0
30-09-2020,3835,AN,3608,58763,53,0,0
01-10-2020,3848,AN,3623,59676,53,0,0
02-10-2020,3858,AN,3631,60437,53,0,0
03-10-2020,3868,AN,3642,61231,53,0,0
04-10-2020,3884,AN,3649,62103,53,0,0
05-10-2020,3899,AN,3659,63009,54,0,0
06-10-2020,3912,AN,3678,63790,54,0,0
07-10-2020,3935,AN,3696,65111,54,0,0
08-10-2020,3952,AN,3707,66244,55,0,0
09-10-2020,3976,AN,3724,67332,55,0,0
10-10-2020,3992,AN,3744,68464,55,0,0
11-10-2020,4005,AN,3764,69146,55,0,0
12-10-2020,4023,AN,3770,69932,55,0,0
13-10-2020,4036,AN,3782,70780,55,0,0
14-10-2020,4046,AN,3796,71624,55,0,0
15-10-2020,4062,AN,3817,72525,55,0,0
16-10-2020,4072,AN,3831,73363,56,0,0
17-10-2020,4083,AN,3848,74277,56,0,0
18-10-2020,4108,AN,3868,75030,56,0,0
19-10-2020,4126,AN,3892,75977,56,0,0
20-10-2020,4141,AN,3902,77200,56,0,0
21-10-2020,4168,AN,3913,78303,56,0,0
22-10-2020,4184,AN,3937,79301,57,0,0
23-10-2020,4207,AN,3945,80768,58,0,0
24-10-2020,4225,AN,3968,81880,58,0,0
25-10-2020,4245,AN,3983,82626,58,0,0
26-10-2020,4253,AN,3997,83115,58,0,0
27-10-2020,4274,AN,4019,84308,58,0,0
28-10-2020,4289,AN,4039,85378,58,0,0
29-10-2020,4305,AN,4054,86715,59,0,0
30-10-2020,4317,AN,4076,87789,59,0,0
31-10-2020,4332,AN,4100,88453,59,0,0
01-11-2020,4340,AN,4112,89559,60,0,0
02-11-2020,4352,AN,4132,90901,60,0,0
03-11-2020,4372,AN,4153,92249,60,0,0
04-11-2020,4389,AN,4163,93406,60,0,0
05-11-2020,4403,AN,4175,94639,60,0,0
06-11-2020,4420,AN,4194,96214,60,0,0
07-11-2020,4441,AN,4206,97603,60,0,0
08-11-2020,4450,AN,4221,98812,60,0,0
09-11-2020,4463,AN,4239,100025,60,0,0
10-11-2020,4477,AN,4255,101226,60,0,0
11-11-2020,4494,AN,4267,102433,60,0,0
12-11-2020,4507,AN,4282,103599,61,0,0
13-11-2020,4518,AN,4304,104785,61,0,0
14-11-2020,4527,AN,4315,105699,61,0,0
15-11-2020,4536,AN,4330,106734,61,0,0
16-11-2020,4557,AN,4346,108080,61,0,0
17-11-2020,4574,AN,4363,109646,61,0,0
18-11-2020,4593,AN,4378,111166,61,0,0
19-11-2020,4604,AN,4398,112792,61,0,0
20-11-2020,4617,AN,4408,114392,61,0,0
21-11-2020,4631,AN,4428,115968,61,0,0
22-11-2020,4641,AN,4440,117093,61,0,0
23-11-2020,4656,AN,4453,118654,61,0,0
24-11-2020,4667,AN,4464,120324,61,0,0
25-11-2020,4677,AN,4479,121931,61,0,0
26-11-2020,4682,AN,4491,123165,61,0,0
27-11-2020,4689,AN,4508,124832,61,0,0
28-11-2020,4698,AN,4518,126331,61,0,0
29-11-2020,4704,AN,4537,127912,61,0,0
30-11-2020,4710,AN,4550,129389,61,0,0
01-12-2020,4718,AN,4566,131080,61,0,0
02-12-2020,4723,AN,4583,132784,61,0,0
03-12-2020,4729,AN,4597,134355,61,0,0
04-12-2020,4742,AN,4611,135952,61,0,0
05-12-2020,4747,AN,4616,137648,61,0,0
06-12-2020,4758,AN,4624,139326,61,0,0
07-12-2020,4773,AN,4631,140961,61,0,0
08-12-2020,4778,AN,4647,142667,61,0,0
09-12-2020,4783,AN,4647,144401,61,0,0
10-12-2020,4791,AN,4652,146143,61,0,0
11-12-2020,4798,AN,4659,147806,61,0,0
12-12-2020,4805,AN,4665,149926,61,0,0
13-12-2020,4818,AN,4673,152004,61,0,0
14-12-2020,4834,AN,4681,153685,61,0,0
15-12-2020,4842,AN,4688,155454,61,0,0
16-12-2020,4850,AN,4698,157242,61,0,0
17-12-2020,4860,AN,4707,159027,61,0,0
18-12-2020,4869,AN,4712,160856,61,0,0
19-12-2020,4875,AN,4719,162821,61,0,0
20-12-2020,4881,AN,4732,165024,61,0,0
21-12-2020,4888,AN,4740,166845,62,0,0
22-12-2020,4893,AN,4749,168769,62,0,0
23-12-2020,4896,AN,4761,170666,62,0,0
24-12-2020,4901,AN,4775,172756,62,0,0
25-12-2020,4912,AN,4781,174482,62,0,0
26-12-2020,4912,AN,4789,175578,62,0,0
27-12-2020,4924,AN,4798,176898,62,0,0
28-12-2020,4929,AN,4803,177926,62,0,0
29-12-2020,4936,AN,4811,179444,62,0,0
30-12-2020,4941,AN,4820,180626,62,0,0
31-12-2020,4945,AN,4826,181640,62,0,0
01-01-2021,4946,AN,4830,182631,62,0,0
02-01-2021,4947,AN,4837,183725,62,0,0
03-01-2021,4948,AN,4846,184955,62,0,0
04-01-2021,4948,AN,4848,186140,62,0,0
05-01-2021,4949,AN,4856,187115,62,0,0
06-01-2021,4949,AN,4859,188351,62,0,0
07-01-2021,4958,AN,4864,190031,62,0,0
08-01-2021,4959,AN,4866,191206,62,0,0
09-01-2021,4959,AN,4873,192560,62,0,0
10-01-2021,4960,AN,4875,193719,62,0,0
11-01-2021,4963,AN,4884,195351,62,0,0
12-01-2021,4966,AN,4886,196859,62,0,0
13-01-2021,4969,AN,4891,198478,62,0,0
14-01-2021,4976,AN,4891,199805,62,0,0
15-01-2021,4979,AN,4895,200953,62,0,0
16-01-2021,4982,AN,4895,202521,62,225,0
17-01-2021,4983,AN,4896,203741,62,225,0
18-01-2021,4988,AN,4897,205411,62,442,0
19-01-2021,4989,AN,4897,206732,62,644,0
20-01-2021,4991,AN,4900,208179,62,644,0
21-01-2021,4991,AN,4904,209437,62,1032,0
22-01-2021,4992,AN,4907,210762,62,1466,0
23-01-2021,4993,AN,4907,212393,62,1998,0
24-01-2021,4993,AN,4908,213467,62,2019,0
25-01-2021,4994,AN,4917,214915,62,2369,0
26-01-2021,4994,AN,4917,215858,62,2369,0
27-01-2021,4994,AN,4922,217007,62,2385,0
28-01-2021,4994,AN,4924,218629,62,2656,0
29-01-2021,4994,AN,4927,220484,62,2727,0
30-01-2021,4994,AN,4928,221876,62,2727,0
31-01-2021,4994,AN,4928,223137,62,2727,0
01-02-2021,4994,AN,4932,224852,62,2727,0
02-02-2021,4994,AN,4932,226584,62,2727,0
03-02-2021,4994,AN,4932,228290,62,2772,0
04-02-2021,4994,AN,4932,230133,62,2938,0
05-02-2021,4997,AN,4932,231633,62,3161,0
06-02-2021,5000,AN,4932,233597,62,3161,0
07-02-2021,5001,AN,4932,235072,62,3397,0
08-02-2021,5005,AN,4932,236643,62,3397,0
09-02-2021,5007,AN,4932,238339,62,3413,0
10-02-2021,5007,AN,4932,240362,62,3413,0
11-02-2021,5007,AN,4932,241833,62,3454,0
12-02-2021,5007,AN,4934,243631,62,3454,0
13-02-2021,5009,AN,4938,245745,62,3646,0
14-02-2021,5009,AN,4938,247289,62,3646,0
15-02-2021,5009,AN,4938,248562,62,3847,182
16-02-2021,5013,AN,4943,250037,62,3847,182
17-02-2021,5014,AN,4944,251774,62,4045,182
18-02-2021,5014,AN,4944,253718,62,4347,495
19-02-2021,5014,AN,4948,255675,62,4453,895
20-02-2021,5014,AN,4949,257213,62,4846,1306
21-02-2021,5014,AN,4949,258773,62,4846,1306
22-02-2021,5015,AN,4949,260324,62,5442,1870
23-02-2021,5016,AN,4949,261719,62,5565,2018
24-02-2021,5016,AN,4950,263090,62,5644,2118
25-02-2021,5016,AN,4952,264369,62,6034,2385
26-02-2021,5017,AN,4952,265852,62,6134,2422
27-02-2021,5018,AN,4952,267209,62,6134,2422
28-02-2021,5020,AN,4952,268499,62,6134,2422
01-03-2021,5020,AN,4952,269799,62,6581,2556
02-03-2021,5020,AN,4952,271193,62,6912,2589
03-03-2021,5022,AN,4952,273010,62,6912,2589
04-03-2021,5024,AN,4953,274849,62,6912,2589
05-03-2021,5024,AN,4954,276471,62,8392,2727
06-03-2021,5024,AN,4955,278437,62,8977,2865
07-03-2021,5024,AN,4955,280041,62,9187,2865
08-03-2021,5026,AN,4957,281955,62,9890,2998
09-03-2021,5028,AN,4958,283492,62,10433,3037
10-03-2021,5028,AN,4960,285087,62,10749,3048
11-03-2021,5028,AN,4960,286505,62,11228,3060
12-03-2021,5029,AN,4961,288197,62,11729,3145
13-03-2021,5030,AN,4964,290341,62,11921,3282
14-03-2021,5031,AN,4964,291842,62,11921,3282
15-03-2021,5031,AN,4966,294094,62,12360,3486
16-03-2021,5032,AN,4967,295827,62,12632,3562
17-03-2021,5035,AN,4967,297433,62,12632,3562
18-03-2021,5036,AN,4969,299048,62,13102,3969
19-03-2021,5038,AN,4969,300892,62,13517,3989
20-03-2021,5038,AN,4969,302566,62,13785,4347
21-03-2021,5039,AN,4969,304391,62,13785,4347
22-03-2021,5039,AN,4969,305778,62,14161,4829
23-03-2021,5039,AN,4972,307255,62,14751,5001
24-03-2021,5041,AN,4973,308812,62,14934,5068
25-03-2021,5042,AN,4974,310615,62,15377,5295
26-03-2021,5043,AN,4974,312378,62,15639,5352
27-03-2021,5044,AN,4975,314309,62,15989,5372
28-03-2021,5046,AN,4976,315818,62,15989,5372
29-03-2021,5052,AN,4976,317137,62,15989,5372
30-03-2021,5081,AN,4976,318382,62,16480,5608
31-03-2021,5083,AN,4976,319864,62,16480,5608
01-04-2021,5084,AN,4980,321456,62,17208,5666
02-04-2021,5084,AN,4981,323001,62,17669,5198
03-04-2021,5098,AN,4987,324207,62,18190,5242
04-04-2021,5109,AN,4990,325826,62,18833,5243
05-04-2021,5116,AN,5001,327270,62,19927,5290
06-04-2021,5123,AN,5010,328737,62,21509,5341
07-04-2021,5131,AN,5020,330481,62,22919,5350
08-04-2021,5149,AN,5027,332119,62,25396,5403
09-04-2021,5161,AN,5028,333671,62,27698,5519
10-04-2021,5175,AN,5038,335784,62,29877,5570
11-04-2021,5190,AN,5040,337833,62,32059,5612
12-04-2021,5201,AN,5050,339482,62,36572,5713
13-04-2021,5209,AN,5054,341557,62,43069,5832
14-04-2021,5247,AN,5078,343431,63,49657,5941
15-04-2021,5262,AN,5082,345485,63,54819,6079
16-04-2021,5289,AN,5110,347489,63,61411,6323
17-04-2021,5331,AN,5146,349739,64,67540,6568
18-04-2021,5390,AN,5200,352086,64,71357,6879
19-04-2021,5421,AN,5212,353754,64,75722,7363
20-04-2021,5466,AN,5243,355507,64,78989,7937
21-04-2021,5490,AN,5276,357442,64,80901,8171
22-04-2021,5527,AN,5309,358903,65,83377,8600
23-04-2021,5569,AN,5358,360595,65,85201,8965
24-04-2021,5614,AN,5410,361594,66,86810,9299
25-04-2021,5665,AN,5467,363056,66,87865,9527
26-04-2021,5716,AN,5520,364735,66,89290,9819
27-04-2021,5764,AN,5562,366683,66,90471,10117
28-04-2021,5816,AN,5606,367689,67,91394,10376
29-04-2021,5875,AN,5643,368945,67,92417,10581
30-04-2021,5949,AN,5701,370896,67,93493,10881
01-05-2021,6046,AN,5773,372214,68,94050,11113
02-05-2021,6084,AN,5798,373007,69,94126,11160
03-05-2021,6150,AN,5850,373785,70,94599,11604
04-05-2021,6181,AN,5879,374428,70,94939,11941
05-05-2021,6223,AN,5928,375095,71,95314,12442
06-05-2021,6255,AN,5958,375477,72,96017,12812
07-05-2021,6311,AN,6030,375967,72,96702,13166
08-05-2021,6341,AN,6056,376536,74,97202,13455
09-05-2021,6367,AN,6088,376933,76,97284,13456
10-05-2021,6398,AN,6125,377293,78,97829,13805
11-05-2021,6426,AN,6149,377516,78,98215,14015
12-05-2021,6470,AN,6175,378060,81,98564,14245
13-05-2021,6510,AN,6213,378462,83,98828,14618
14-05-2021,6542,AN,6225,378887,85,98837,14618
15-05-2021,6568,AN,6267,379096,85,99084,14910
16-05-2021,6603,AN,6283,379674,88,99085,14921
17-05-2021,6638,AN,6329,380102,89,99514,14926
18-05-2021,6674,AN,6359,380395,92,99792,14929
19-05-2021,6709,AN,6385,380853,95,100295,14941
20-05-2021,6758,AN,6401,381349,96,102026,15149
21-05-2021,6789,AN,6417,382015,98,102792,15151
22-05-2021,6820,AN,6441,382640,101,103602,15152
23-05-2021,6844,AN,6473,383265,103,103987,15152
24-05-2021,6853,AN,6495,383396,104,104438,15152
25-05-2021,6878,AN,6544,383727,106,105123,15154
26-05-2021,6901,AN,6573,384188,108,105932,15154
27-05-2021,6917,AN,6591,384528,109,106543,15157
28-05-2021,6936,AN,6630,385020,113,107301,15162
29-05-2021,6964,AN,6660,385564,113,108314,15166
30-05-2021,6984,AN,6683,385988,114,108556,15166
31-05-2021,7005,AN,6719,386613,115,109084,15181
01-06-2021,7018,AN,6745,387348,118,109815,15186
02-06-2021,7043,AN,6781,387871,119,110314,15190
03-06-2021,7070,AN,6820,388486,119,110997,15198
04-06-2021,7088,AN,6852,389152,121,111498,15206
05-06-2021,7105,AN,6876,389785,122,111961,15222
06-06-2021,7119,AN,6894,390574,122,111969,15222
07-06-2021,7131,AN,6912,391273,123,112476,15250
08-06-2021,7154,AN,6935,392095,125,112875,15276
09-06-2021,7168,AN,6952,392974,125,113196,15287
10-06-2021,7197,AN,6973,393692,125,114083,15300
11-06-2021,7233,AN,6984,394822,125,114829,15319
12-06-2021,7243,AN,6996,395624,126,115686,15348
13-06-2021,7261,AN,7025,396534,126,115688,15348
14-06-2021,7269,AN,7034,397190,126,116624,15368
15-06-2021,7280,AN,7049,397953,126,117533,15390
16-06-2021,7306,AN,7079,398852,127,118493,15413
17-06-2021,7335,AN,7104,399580,127,119426,15442
18-06-2021,7363,AN,7128,400211,127,120356,15460
19-06-2021,7394,AN,7162,400997,127,121196,15497
20-06-2021,7406,AN,7177,401769,127,121198,15497
21-06-2021,7415,AN,7191,402629,127,121956,15520
22-06-2021,7425,AN,7195,403616,127,124713,15556
23-06-2021,7438,AN,7210,404494,127,128612,15591
24-06-2021,7440,AN,7214,405197,127,133497,15772
25-06-2021,7441,AN,7245,405887,127,138286,15846
26-06-2021,7446,AN,7265,406529,127,143336,16301
27-06-2021,7455,AN,7266,407488,127,145019,16306
28-06-2021,7462,AN,7286,408220,128,148504,17435
29-06-2021,7466,AN,7296,409212,128,153048,18542
30-06-2021,7467,AN,7308,409890,128,156470,19823
01-07-2021,7469,AN,7308,410741,128,157304,21198
02-07-2021,7475,AN,7325,411442,128,158335,22887
03-07-2021,7478,AN,7330,412361,128,159330,24773
04-07-2021,7482,AN,7333,413316,128,159342,25173
05-07-2021,7482,AN,7339,414166,128,160298,29266
06-07-2021,7487,AN,7343,415066,128,161401,35088
07-07-2021,7491,AN,7349,416065,128,162375,40529
08-07-2021,7492,AN,7351,416815,128,163284,45356
09-07-2021,7492,AN,7352,417598,128,164079,51673
10-07-2021,7492,AN,7352,418550,129,166120,56520
11-07-2021,7492,AN,7352,419287,129,166343,56716
12-07-2021,7493,AN,7355,420157,129,168329,62169
13-07-2021,7496,AN,7358,421108,129,174389,66257
14-07-2021,7499,AN,7359,421940,129,177014,69670
15-07-2021,7501,AN,7359,422876,129,178777,72480
16-07-2021,7505,AN,7360,423910,129,179882,74953
17-07-2021,7506,AN,7361,425268,129,180673,77199
18-07-2021,7510,AN,7365,426511,129,180805,77305
19-07-2021,7516,AN,7368,427711,129,181725,79542
20-07-2021,7518,AN,7370,428751,129,184157,81542
21-07-2021,7521,AN,7374,429739,129,184160,81594
22-07-2021,7525,AN,7377,430415,129,187006,83658
23-07-2021,7525,AN,7379,431486,129,190153,85236
24-07-2021,7525,AN,7382,432627,129,192718,86477
25-07-2021,7529,AN,7385,433596,129,193281,86558
26-07-2021,7530,AN,7387,434929,129,195082,87884
27-07-2021,7530,AN,7389,436240,129,197991,88866
28-07-2021,7531,AN,7395,437301,129,201244,89557
29-07-2021,7534,AN,7395,438456,129,203975,90223
30-07-2021,7535,AN,7398,439639,129,206031,90865
31-07-2021,7537,AN,7400,440870,129,209696,91562
01-08-2021,7539,AN,7403,442063,129,209744,91633
02-08-2021,7539,AN,7404,443192,129,210578,92157
03-08-2021,7540,AN,7405,444838,129,211569,92591
04-08-2021,7541,AN,7408,445987,129,212573,93164
05-08-2021,7541,AN,7408,447339,129,213457,93559
06-08-2021,7541,AN,7408,448882,129,214334,93845
07-08-2021,7544,AN,7409,450208,129,215022,94251
08-08-2021,7546,AN,7410,451415,129,215077,94272
09-08-2021,7546,AN,7412,452587,129,216053,94601
10-08-2021,7548,AN,7412,453934,129,216987,95049
11-08-2021,7548,AN,7413,455101,129,219316,95494
12-08-2021,7548,AN,7413,456247,129,223763,95987
13-08-2021,7548,AN,7415,457530,129,228316,96507
14-08-2021,7548,AN,7417,458881,129,232709,97287
15-08-2021,7548,AN,7419,459903,129,232929,97305
16-08-2021,7549,AN,7419,461421,129,234616,97814
17-08-2021,7549,AN,7419,463317,129,235835,98337
18-08-2021,7550,AN,7419,465502,129,236656,99260
19-08-2021,7553,AN,7419,467535,129,236726,99292
20-08-2021,7556,AN,7419,469406,129,238192,99659
21-08-2021,7557,AN,7419,471525,129,238494,100155
22-08-2021,7557,AN,7420,472803,129,238632,100172
23-08-2021,7559,AN,7420,474665,129,241644,101276
24-08-2021,7560,AN,7421,476828,129,244623,102072
25-08-2021,7560,AN,7424,478969,129,247534,103030
26-08-2021,7560,AN,7427,480928,129,249788,103491
27-08-2021,7560,AN,7428,482951,129,251619,104010
28-08-2021,7560,AN,7428,484869,129,251619,104010
29-08-2021,7564,AN,7430,486944,129,254459,104851
30-08-2021,7565,AN,7431,488646,129,255805,105042
31-08-2021,7566,AN,7431,490652,129,257495,105802
01-09-2021,7566,AN,7431,492647,129,258946,106378
02-09-2021,7567,AN,7431,494555,129,260237,107011
03-09-2021,7570,AN,7432,496179,129,261134,107514
04-09-2021,7572,AN,7436,498055,129,262154,108224
05-09-2021,7572,AN,7437,499979,129,262193,108239
06-09-2021,7572,AN,7437,501988,129,263057,109226
07-09-2021,7573,AN,7437,504146,129,264215,110115
08-09-2021,7576,AN,7438,506028,129,265589,110961
09-09-2021,7577,AN,7441,508157,129,267126,112124
10-09-2021,7579,AN,7443,510069,129,268265,112802
11-09-2021,7580,AN,7443,511969,129,269519,114036
12-09-2021,7582,AN,7444,513687,129,271358,114406
13-09-2021,7584,AN,7447,515139,129,273062,115236
14-09-2021,7592,AN,7448,517648,129,275024,117136
15-09-2021,7592,AN,7450,519910,129,278794,119491
16-09-2021,7595,AN,7451,522279,129,279634,122039
17-09-2021,7596,AN,7453,524696,129,283628,125298
18-09-2021,7598,AN,7455,527246,129,285173,129797
19-09-2021,7600,AN,7458,529828,129,286313,131393
20-09-2021,7602,AN,7458,532511,129,286761,134854
21-09-2021,7607,AN,7461,534985,129,287185,138962
22-09-2021,7615,AN,7466,537184,129,287532,142453
23-09-2021,7616,AN,7470,539577,129,287854,144530
24-09-2021,7617,AN,7472,542063,129,288184,146201
25-09-2021,7618,AN,7473,544159,129,288494,148044
26-09-2021,7618,AN,7476,545708,129,288523,148108
27-09-2021,7619,AN,7479,547050,129,288878,149622
