dates,confirmed,state,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-03-26,1.0,AN,,,,,,
2020-03-27,6.0,AN,,,,,,
2020-03-28,9.0,AN,,,,,,
2020-03-29,9.0,AN,,,,,,
2020-03-30,10.0,AN,,,,,,
2020-03-31,10.0,AN,,,,,,
2020-04-01,10.0,AN,,,,,,
2020-04-02,10.0,AN,,,,,,
2020-04-03,10.0,AN,,,,,,
2020-04-04,10.0,AN,,,,,,
2020-04-05,10.0,AN,,,,,,
2020-04-06,10.0,AN,,,,,,
2020-04-07,10.0,AN,,,,,,
2020-04-08,11.0,AN,,,,,,
2020-04-09,11.0,AN,10.0,,,,,
2020-04-10,11.0,AN,10.0,,,,,
2020-04-11,11.0,AN,10.0,,,,,
2020-04-12,11.0,AN,10.0,,,,,
2020-04-13,11.0,AN,10.0,,,,,
2020-04-14,11.0,AN,10.0,,,,,
2020-04-15,11.0,AN,10.0,,,,,
2020-04-16,11.0,AN,11.0,,,,,
2020-04-17,12.0,AN,11.0,1403.0,,,,
2020-04-18,14.0,AN,11.0,1403.0,,,,
2020-04-19,15.0,AN,11.0,1403.0,,,,
2020-04-20,16.0,AN,11.0,1403.0,,,,
2020-04-21,17.0,AN,11.0,1403.0,,,,
2020-04-22,18.0,AN,11.0,1403.0,,,,
2020-04-23,22.0,AN,11.0,1403.0,,,,
2020-04-24,29.0,AN,11.0,2679.0,,,,
2020-04-25,33.0,AN,11.0,2679.0,,,,
2020-04-26,33.0,AN,11.0,2679.0,,,,
2020-04-27,33.0,AN,11.0,2848.0,,,,
2020-04-28,33.0,AN,15.0,2848.0,,,,
2020-04-29,33.0,AN,15.0,2848.0,,,,
2020-04-30,33.0,AN,16.0,2848.0,,,,
2020-05-01,33.0,AN,16.0,3754.0,,,,
2020-05-02,33.0,AN,26.0,3754.0,,,,
2020-05-03,33.0,AN,32.0,3754.0,,,,
2020-05-04,33.0,AN,32.0,3754.0,,,,
2020-05-05,33.0,AN,32.0,3754.0,,,,
2020-05-06,33.0,AN,32.0,3754.0,,,,
2020-05-07,33.0,AN,33.0,3754.0,,,,
2020-05-08,33.0,AN,33.0,3754.0,,,,
2020-05-09,33.0,AN,33.0,3754.0,,,,
2020-05-10,33.0,AN,33.0,3754.0,,,,
2020-05-11,33.0,AN,33.0,3754.0,,,,
2020-05-12,33.0,AN,33.0,3754.0,,,,
2020-05-13,33.0,AN,33.0,3754.0,,,,
2020-05-14,33.0,AN,33.0,3754.0,,,,
2020-05-15,33.0,AN,33.0,3754.0,,,,
2020-05-16,33.0,AN,33.0,6677.0,,,,
2020-05-17,33.0,AN,33.0,6677.0,,,,
2020-05-18,33.0,AN,33.0,6677.0,,,,
2020-05-19,33.0,AN,33.0,6965.0,,,,
2020-05-20,33.0,AN,33.0,7082.0,,,,
2020-05-21,33.0,AN,33.0,7167.0,,,,
2020-05-22,33.0,AN,33.0,7263.0,,,,
2020-05-23,33.0,AN,33.0,7327.0,,,,
2020-05-24,33.0,AN,33.0,7327.0,,,,
2020-05-25,33.0,AN,33.0,7363.0,,,,
2020-05-26,33.0,AN,33.0,7448.0,,,,
2020-05-27,33.0,AN,33.0,7499.0,,,,
2020-05-28,33.0,AN,33.0,7519.0,,,,
2020-05-29,33.0,AN,33.0,7567.0,,,,
2020-05-30,33.0,AN,33.0,7567.0,,,,
2020-05-31,33.0,AN,33.0,7706.0,,,,
2020-06-01,33.0,AN,33.0,7805.0,,,,
2020-06-02,33.0,AN,33.0,8086.0,,,,
2020-06-03,33.0,AN,33.0,8295.0,,,,
2020-06-04,33.0,AN,33.0,8413.0,,,,
2020-06-05,33.0,AN,33.0,8694.0,,,,
2020-06-06,33.0,AN,33.0,9037.0,,,,
2020-06-07,33.0,AN,33.0,9242.0,,,,
2020-06-08,33.0,AN,33.0,9341.0,,,,
2020-06-09,34.0,AN,33.0,9859.0,,,,
2020-06-10,35.0,AN,33.0,10010.0,,,,
2020-06-11,38.0,AN,33.0,10226.0,,,,
2020-06-12,38.0,AN,33.0,10697.0,,,,
2020-06-13,38.0,AN,33.0,10955.0,,,,
2020-06-14,40.0,AN,33.0,11356.0,,,,
2020-06-15,41.0,AN,33.0,11518.0,,,,
2020-06-16,44.0,AN,33.0,11809.0,,,,
2020-06-17,44.0,AN,33.0,12239.0,,,,
2020-06-18,45.0,AN,35.0,12622.0,,,,
2020-06-19,47.0,AN,35.0,12930.0,,,,
2020-06-20,47.0,AN,35.0,13320.0,,,,
2020-06-21,48.0,AN,37.0,13434.0,,,,
2020-06-22,48.0,AN,37.0,13511.0,,,,
2020-06-23,50.0,AN,40.0,13723.0,,,,
2020-06-24,56.0,AN,41.0,13994.0,,,,
2020-06-25,58.0,AN,41.0,14277.0,,,,
2020-06-26,72.0,AN,43.0,14583.0,,,,
2020-06-27,72.0,AN,43.0,14851.0,,,,
2020-06-28,83.0,AN,45.0,15094.0,,,,
2020-06-29,90.0,AN,45.0,15410.0,,,,
2020-06-30,97.0,AN,45.0,15709.0,,,,
2020-07-01,100.0,AN,50.0,15982.0,,,,
2020-07-02,109.0,AN,51.0,16278.0,,,,
2020-07-03,116.0,AN,54.0,16626.0,,,,
2020-07-04,119.0,AN,66.0,16832.0,,,,
2020-07-05,125.0,AN,72.0,16909.0,,,,
2020-07-06,141.0,AN,74.0,17095.0,,,,
2020-07-07,147.0,AN,74.0,17381.0,,,,
2020-07-08,149.0,AN,74.0,17643.0,,,,
2020-07-09,156.0,AN,83.0,17852.0,,,,
2020-07-10,156.0,AN,92.0,18046.0,,,,
2020-07-11,156.0,AN,92.0,18315.0,,,,
2020-07-12,163.0,AN,100.0,18447.0,,,,
2020-07-13,166.0,AN,109.0,18609.0,,,,
2020-07-14,171.0,AN,129.0,18884.0,,,,
2020-07-15,176.0,AN,130.0,19061.0,,,,
2020-07-16,180.0,AN,133.0,19227.0,,,,
2020-07-17,184.0,AN,142.0,19421.0,,,,
2020-07-18,188.0,AN,145.0,19671.0,,,,
2020-07-19,203.0,AN,145.0,19904.0,1.0,,,
2020-07-20,207.0,AN,151.0,20301.0,1.0,,,
2020-07-21,212.0,AN,159.0,20642.0,1.0,,,
2020-07-22,221.0,AN,163.0,21043.0,1.0,,,
2020-07-23,240.0,AN,170.0,21310.0,1.0,,,
2020-07-24,259.0,AN,174.0,21743.0,1.0,,,
2020-07-25,290.0,AN,176.0,21965.0,1.0,,,
2020-07-26,318.0,AN,180.0,22049.0,1.0,,,
2020-07-27,338.0,AN,192.0,22548.0,1.0,1.0,,
2020-07-28,363.0,AN,196.0,22925.0,1.0,1.0,,
2020-07-29,428.0,AN,201.0,23217.0,1.0,2.0,,
2020-07-30,470.0,AN,201.0,23615.0,1.0,3.0,,
2020-07-31,548.0,AN,214.0,24038.0,1.0,5.0,,
2020-08-01,636.0,AN,226.0,24308.0,1.0,7.0,,
2020-08-02,734.0,AN,242.0,24580.0,1.0,8.0,,
2020-08-03,830.0,AN,263.0,25034.0,,10.0,,
2020-08-04,928.0,AN,277.0,25492.0,,12.0,,
2020-08-05,1027.0,AN,326.0,25826.0,,14.0,,
2020-08-06,1123.0,AN,355.0,26516.0,,16.0,,
2020-08-07,1222.0,AN,425.0,26915.0,,19.0,,
2020-08-08,1351.0,AN,500.0,27073.0,,20.0,,
2020-08-09,1490.0,AN,648.0,27103.0,,20.0,,
2020-08-10,1625.0,AN,709.0,27346.0,,20.0,,
2020-08-11,1764.0,AN,749.0,27455.0,,21.0,,
2020-08-12,1900.0,AN,829.0,27744.0,,21.0,,
2020-08-13,2037.0,AN,924.0,27973.0,,22.0,,
2020-08-14,2186.0,AN,1032.0,28129.0,,24.0,,
2020-08-15,2306.0,AN,1128.0,28209.0,,24.0,,
2020-08-16,2399.0,AN,1226.0,28229.0,,28.0,,
2020-08-17,2445.0,AN,1325.0,28672.0,,29.0,,
2020-08-18,2529.0,AN,1421.0,28937.0,,30.0,,
2020-08-19,2604.0,AN,1529.0,29303.0,,30.0,,
2020-08-20,2680.0,AN,1638.0,29487.0,,31.0,,
2020-08-21,2747.0,AN,1744.0,29573.0,,32.0,,
2020-08-22,2808.0,AN,1853.0,29888.0,,32.0,,
2020-08-23,2860.0,AN,1963.0,30278.0,,33.0,,
2020-08-24,2904.0,AN,2092.0,30513.0,,35.0,,
2020-08-25,2945.0,AN,2231.0,31082.0,,37.0,,
2020-08-26,2985.0,AN,2309.0,31646.0,,41.0,,
2020-08-27,3018.0,AN,2374.0,31830.0,,42.0,,
2020-08-28,3050.0,AN,2444.0,32100.0,,42.0,,
2020-08-29,3081.0,AN,2519.0,32407.0,,44.0,,
2020-08-30,3104.0,AN,2586.0,32674.0,,45.0,,
2020-08-31,3132.0,AN,2647.0,33485.0,,46.0,,
2020-09-01,3160.0,AN,2714.0,35104.0,,46.0,,
2020-09-02,3186.0,AN,2758.0,36136.0,,47.0,,
2020-09-03,3223.0,AN,2823.0,37075.0,,48.0,,
2020-09-04,3257.0,AN,2863.0,37825.0,,49.0,,
2020-09-05,3292.0,AN,2904.0,38574.0,,50.0,,
2020-09-06,3332.0,AN,2951.0,39205.0,,50.0,,
2020-09-07,3359.0,AN,2997.0,39995.0,,50.0,,
2020-09-08,3392.0,AN,3035.0,41039.0,,50.0,,
2020-09-09,3426.0,AN,3078.0,41776.0,,51.0,,
2020-09-10,3465.0,AN,3121.0,42792.0,,51.0,,
2020-09-11,3494.0,AN,3157.0,43680.0,,51.0,,
2020-09-12,3521.0,AN,3202.0,44570.0,,51.0,,
2020-09-13,3546.0,AN,3243.0,45279.0,,51.0,,
2020-09-14,3557.0,AN,3278.0,45987.0,,52.0,,
2020-09-15,3574.0,AN,3318.0,46823.0,,52.0,,
2020-09-16,3593.0,AN,3345.0,47794.0,,52.0,,
2020-09-17,3604.0,AN,3378.0,48861.0,,52.0,,
2020-09-18,3631.0,AN,3414.0,50035.0,,52.0,,
2020-09-19,3644.0,AN,3436.0,50681.0,,52.0,,
2020-09-20,3651.0,AN,3451.0,51262.0,,52.0,,
2020-09-21,3673.0,AN,3469.0,52220.0,,52.0,,
2020-09-22,3691.0,AN,3479.0,52845.0,,52.0,,
2020-09-23,3712.0,AN,3494.0,53591.0,,52.0,,
2020-09-24,3744.0,AN,3503.0,52992.0,,52.0,,
2020-09-25,3759.0,AN,3528.0,55169.0,,52.0,,
2020-09-26,3774.0,AN,3551.0,56059.0,,52.0,,
2020-09-27,3794.0,AN,3553.0,56661.0,,53.0,,
2020-09-28,3803.0,AN,3582.0,57343.0,,53.0,,
2020-09-29,3821.0,AN,3587.0,58135.0,,53.0,,
2020-09-30,3835.0,AN,3608.0,58763.0,,53.0,,
2020-10-01,3848.0,AN,3623.0,59676.0,,53.0,,
2020-10-02,3858.0,AN,3631.0,60437.0,,53.0,,
2020-10-03,3868.0,AN,3642.0,61231.0,,53.0,,
2020-10-04,3884.0,AN,3649.0,62103.0,,53.0,,
2020-10-05,3899.0,AN,3659.0,63009.0,,54.0,,
2020-10-06,3912.0,AN,3678.0,63790.0,,54.0,,
2020-10-07,3935.0,AN,3696.0,65111.0,,54.0,,
2020-10-08,3952.0,AN,3707.0,66244.0,,55.0,,
2020-10-09,3976.0,AN,3724.0,67332.0,,55.0,,
2020-10-10,3992.0,AN,3744.0,68464.0,,55.0,,
2020-10-11,4005.0,AN,3764.0,69146.0,,55.0,,
2020-10-12,4023.0,AN,3770.0,69932.0,,55.0,,
2020-10-13,4036.0,AN,3782.0,70780.0,,55.0,,
2020-10-14,4046.0,AN,3796.0,71624.0,,55.0,,
2020-10-15,4062.0,AN,3817.0,72525.0,,55.0,,
2020-10-16,4072.0,AN,3831.0,73363.0,,56.0,,
2020-10-17,4083.0,AN,3848.0,74277.0,,56.0,,
2020-10-18,4108.0,AN,3868.0,75030.0,,56.0,,
2020-10-19,4126.0,AN,3892.0,75977.0,,56.0,,
2020-10-20,4141.0,AN,3902.0,77200.0,,56.0,,
2020-10-21,4168.0,AN,3913.0,78303.0,,56.0,,
2020-10-22,4184.0,AN,3937.0,79301.0,,57.0,,
2020-10-23,4207.0,AN,3945.0,80768.0,,58.0,,
2020-10-24,4225.0,AN,3968.0,81880.0,,58.0,,
2020-10-25,4245.0,AN,3983.0,82626.0,,58.0,,
2020-10-26,4253.0,AN,3997.0,83115.0,,58.0,,
2020-10-27,4274.0,AN,4019.0,84308.0,,58.0,,
2020-10-28,4289.0,AN,4039.0,85378.0,,58.0,,
2020-10-29,4305.0,AN,4054.0,86715.0,,59.0,,
2020-10-30,4317.0,AN,4076.0,87789.0,,59.0,,
2020-10-31,4332.0,AN,4100.0,88453.0,,59.0,,
2020-11-01,4340.0,AN,4112.0,89559.0,,60.0,,
2020-11-02,4352.0,AN,4132.0,90901.0,,60.0,,
2020-11-03,4372.0,AN,4153.0,92249.0,,60.0,,
2020-11-04,4389.0,AN,4163.0,93406.0,,60.0,,
2020-11-05,4403.0,AN,4175.0,94639.0,,60.0,,
2020-11-06,4420.0,AN,4194.0,96214.0,,60.0,,
2020-11-07,4441.0,AN,4206.0,97603.0,,60.0,,
2020-11-08,4450.0,AN,4221.0,98812.0,,60.0,,
2020-11-09,4463.0,AN,4239.0,100025.0,,60.0,,
2020-11-10,4477.0,AN,4255.0,101226.0,,60.0,,
2020-11-11,4494.0,AN,4267.0,102433.0,,60.0,,
2020-11-12,4507.0,AN,4282.0,103599.0,,61.0,,
2020-11-13,4518.0,AN,4304.0,104785.0,,61.0,,
2020-11-14,4527.0,AN,4315.0,105699.0,,61.0,,
2020-11-15,4536.0,AN,4330.0,106734.0,,61.0,,
2020-11-16,4557.0,AN,4346.0,108080.0,,61.0,,
2020-11-17,4574.0,AN,4363.0,109646.0,,61.0,,
2020-11-18,4593.0,AN,4378.0,111166.0,,61.0,,
2020-11-19,4604.0,AN,4398.0,112792.0,,61.0,,
2020-11-20,4617.0,AN,4408.0,114392.0,,61.0,,
2020-11-21,4631.0,AN,4428.0,115968.0,,61.0,,
2020-11-22,4641.0,AN,4440.0,117093.0,,61.0,,
2020-11-23,4656.0,AN,4453.0,118654.0,,61.0,,
2020-11-24,4667.0,AN,4464.0,120324.0,,61.0,,
2020-11-25,4677.0,AN,4479.0,121931.0,,61.0,,
2020-11-26,4682.0,AN,4491.0,123165.0,,61.0,,
2020-11-27,4689.0,AN,4508.0,124832.0,,61.0,,
2020-11-28,4698.0,AN,4518.0,126331.0,,61.0,,
2020-11-29,4704.0,AN,4537.0,127912.0,,61.0,,
2020-11-30,4710.0,AN,4550.0,129389.0,,61.0,,
2020-12-01,4718.0,AN,4566.0,131080.0,,61.0,,
2020-12-02,4723.0,AN,4583.0,132784.0,,61.0,,
2020-12-03,4729.0,AN,4597.0,134355.0,,61.0,,
2020-12-04,4742.0,AN,4611.0,135952.0,,61.0,,
2020-12-05,4747.0,AN,4616.0,137648.0,,61.0,,
2020-12-06,4758.0,AN,4624.0,139326.0,,61.0,,
2020-12-07,4773.0,AN,4631.0,140961.0,,61.0,,
2020-12-08,4778.0,AN,4647.0,142667.0,,61.0,,
2020-12-09,4783.0,AN,4647.0,144401.0,,61.0,,
2020-12-10,4791.0,AN,4652.0,146143.0,,61.0,,
2020-12-11,4798.0,AN,4659.0,147806.0,,61.0,,
2020-12-12,4805.0,AN,4665.0,149926.0,,61.0,,
2020-12-13,4818.0,AN,4673.0,152004.0,,61.0,,
2020-12-14,4834.0,AN,4681.0,153685.0,,61.0,,
2020-12-15,4842.0,AN,4688.0,155454.0,,61.0,,
2020-12-16,4850.0,AN,4698.0,157242.0,,61.0,,
2020-12-17,4860.0,AN,4707.0,159027.0,,61.0,,
2020-12-18,4869.0,AN,4712.0,160856.0,,61.0,,
2020-12-19,4875.0,AN,4719.0,162821.0,,61.0,,
2020-12-20,4881.0,AN,4732.0,165024.0,,61.0,,
2020-12-21,4888.0,AN,4740.0,166845.0,,62.0,,
2020-12-22,4893.0,AN,4749.0,168769.0,,62.0,,
2020-12-23,4896.0,AN,4761.0,170666.0,,62.0,,
2020-12-24,4901.0,AN,4775.0,172756.0,,62.0,,
2020-12-25,4912.0,AN,4781.0,174482.0,,62.0,,
2020-12-26,4912.0,AN,4789.0,175578.0,,62.0,,
2020-12-27,4924.0,AN,4798.0,176898.0,,62.0,,
2020-12-28,4929.0,AN,4803.0,177926.0,,62.0,,
2020-12-29,4936.0,AN,4811.0,179444.0,,62.0,,
2020-12-30,4941.0,AN,4820.0,180626.0,,62.0,,
2020-12-31,4945.0,AN,4826.0,181640.0,,62.0,,
2021-01-01,4946.0,AN,4830.0,182631.0,,62.0,,
2021-01-02,4947.0,AN,4837.0,183725.0,,62.0,,
2021-01-03,4948.0,AN,4846.0,184955.0,,62.0,,
2021-01-04,4948.0,AN,4848.0,186140.0,,62.0,,
2021-01-05,4949.0,AN,4856.0,187115.0,,62.0,,
2021-01-06,4949.0,AN,4859.0,188351.0,,62.0,,
2021-01-07,4958.0,AN,4864.0,190031.0,,62.0,,
2021-01-08,4959.0,AN,4866.0,191206.0,,62.0,,
2021-01-09,4959.0,AN,4873.0,192560.0,,62.0,,
2021-01-10,4960.0,AN,4875.0,193719.0,,62.0,,
2021-01-11,4963.0,AN,4884.0,195351.0,,62.0,,
2021-01-12,4966.0,AN,4886.0,196859.0,,62.0,,
2021-01-13,4969.0,AN,4891.0,198478.0,,62.0,,
2021-01-14,4976.0,AN,4891.0,199805.0,,62.0,,
2021-01-15,4979.0,AN,4895.0,200953.0,,62.0,,
2021-01-16,4982.0,AN,4895.0,202521.0,,62.0,225.0,
2021-01-17,4983.0,AN,4896.0,203741.0,,62.0,225.0,
2021-01-18,4988.0,AN,4897.0,205411.0,,62.0,442.0,
2021-01-19,4989.0,AN,4897.0,206732.0,,62.0,644.0,
2021-01-20,4991.0,AN,4900.0,208179.0,,62.0,644.0,
2021-01-21,4991.0,AN,4904.0,209437.0,,62.0,1032.0,
2021-01-22,4992.0,AN,4907.0,210762.0,,62.0,1466.0,
2021-01-23,4993.0,AN,4907.0,212393.0,,62.0,1998.0,
2021-01-24,4993.0,AN,4908.0,213467.0,,62.0,2019.0,
2021-01-25,4994.0,AN,4917.0,214915.0,,62.0,2369.0,
2021-01-26,4994.0,AN,4917.0,215858.0,,62.0,2369.0,
2021-01-27,4994.0,AN,4922.0,217007.0,,62.0,2385.0,
2021-01-28,4994.0,AN,4924.0,218629.0,,62.0,2656.0,
2021-01-29,4994.0,AN,4927.0,220484.0,,62.0,2727.0,
2021-01-30,4994.0,AN,4928.0,221876.0,,62.0,2727.0,
2021-01-31,4994.0,AN,4928.0,223137.0,,62.0,2727.0,
2021-02-01,4994.0,AN,4932.0,224852.0,,62.0,2727.0,
2021-02-02,4994.0,AN,4932.0,226584.0,,62.0,2727.0,
2021-02-03,4994.0,AN,4932.0,228290.0,,62.0,2772.0,
2021-02-04,4994.0,AN,4932.0,230133.0,,62.0,2938.0,
2021-02-05,4997.0,AN,4932.0,231633.0,,62.0,3161.0,
2021-02-06,5000.0,AN,4932.0,233597.0,,62.0,3161.0,
2021-02-07,5001.0,AN,4932.0,235072.0,,62.0,3397.0,
2021-02-08,5005.0,AN,4932.0,236643.0,,62.0,3397.0,
2021-02-09,5007.0,AN,4932.0,238339.0,,62.0,3413.0,
2021-02-10,5007.0,AN,4932.0,240362.0,,62.0,3413.0,
2021-02-11,5007.0,AN,4932.0,241833.0,,62.0,3454.0,
2021-02-12,5007.0,AN,4934.0,243631.0,,62.0,3454.0,
2021-02-13,5009.0,AN,4938.0,245745.0,,62.0,3646.0,
2021-02-14,5009.0,AN,4938.0,247289.0,,62.0,3646.0,
2021-02-15,5009.0,AN,4938.0,248562.0,,62.0,3847.0,182.0
2021-02-16,5013.0,AN,4943.0,250037.0,,62.0,3847.0,182.0
2021-02-17,5014.0,AN,4944.0,251774.0,,62.0,4045.0,182.0
2021-02-18,5014.0,AN,4944.0,253718.0,,62.0,4347.0,495.0
2021-02-19,5014.0,AN,4948.0,255675.0,,62.0,4453.0,895.0
2021-02-20,5014.0,AN,4949.0,257213.0,,62.0,4846.0,1306.0
2021-02-21,5014.0,AN,4949.0,258773.0,,62.0,4846.0,1306.0
2021-02-22,5015.0,AN,4949.0,260324.0,,62.0,5442.0,1870.0
2021-02-23,5016.0,AN,4949.0,261719.0,,62.0,5565.0,2018.0
2021-02-24,5016.0,AN,4950.0,263090.0,,62.0,5644.0,2118.0
2021-02-25,5016.0,AN,4952.0,264369.0,,62.0,6034.0,2385.0
2021-02-26,5017.0,AN,4952.0,265852.0,,62.0,6134.0,2422.0
2021-02-27,5018.0,AN,4952.0,267209.0,,62.0,6134.0,2422.0
2021-02-28,5020.0,AN,4952.0,268499.0,,62.0,6134.0,2422.0
2021-03-01,5020.0,AN,4952.0,269799.0,,62.0,6581.0,2556.0
2021-03-02,5020.0,AN,4952.0,271193.0,,62.0,6912.0,2589.0
2021-03-03,5022.0,AN,4952.0,273010.0,,62.0,6912.0,2589.0
2021-03-04,5024.0,AN,4953.0,274849.0,,62.0,6912.0,2589.0
2021-03-05,5024.0,AN,4954.0,276471.0,,62.0,8392.0,2727.0
2021-03-06,5024.0,AN,4955.0,278437.0,,62.0,8977.0,2865.0
2021-03-07,5024.0,AN,4955.0,280041.0,,62.0,9187.0,2865.0
2021-03-08,5026.0,AN,4957.0,281955.0,,62.0,9890.0,2998.0
2021-03-09,5028.0,AN,4958.0,283492.0,,62.0,10433.0,3037.0
2021-03-10,5028.0,AN,4960.0,285087.0,,62.0,10749.0,3048.0
2021-03-11,5028.0,AN,4960.0,286505.0,,62.0,11228.0,3060.0
2021-03-12,5029.0,AN,4961.0,288197.0,,62.0,11729.0,3145.0
2021-03-13,5030.0,AN,4964.0,290341.0,,62.0,11921.0,3282.0
2021-03-14,5031.0,AN,4964.0,291842.0,,62.0,11921.0,3282.0
2021-03-15,5031.0,AN,4966.0,294094.0,,62.0,12360.0,3486.0
2021-03-16,5032.0,AN,4967.0,295827.0,,62.0,12632.0,3562.0
2021-03-17,5035.0,AN,4967.0,297433.0,,62.0,12632.0,3562.0
2021-03-18,5036.0,AN,4969.0,299048.0,,62.0,13102.0,3969.0
2021-03-19,5038.0,AN,4969.0,300892.0,,62.0,13517.0,3989.0
2021-03-20,5038.0,AN,4969.0,302566.0,,62.0,13785.0,4347.0
2021-03-21,5039.0,AN,4969.0,304391.0,,62.0,13785.0,4347.0
2021-03-22,5039.0,AN,4969.0,305778.0,,62.0,14161.0,4829.0
2021-03-23,5039.0,AN,4972.0,307255.0,,62.0,14751.0,5001.0
2021-03-24,5041.0,AN,4973.0,308812.0,,62.0,14934.0,5068.0
2021-03-25,5042.0,AN,4974.0,310615.0,,62.0,15377.0,5295.0
2021-03-26,5043.0,AN,4974.0,312378.0,,62.0,15639.0,5352.0
2021-03-27,5044.0,AN,4975.0,314309.0,,62.0,15989.0,5372.0
2021-03-28,5046.0,AN,4976.0,315818.0,,62.0,15989.0,5372.0
2021-03-29,5052.0,AN,4976.0,317137.0,,62.0,15989.0,5372.0
2021-03-30,5081.0,AN,4976.0,318382.0,,62.0,16480.0,5608.0
2021-03-31,5083.0,AN,4976.0,319864.0,,62.0,16480.0,5608.0
2021-04-01,5084.0,AN,4980.0,321456.0,,62.0,17208.0,5666.0
2021-04-02,5084.0,AN,4981.0,323001.0,,62.0,17669.0,5198.0
2021-04-03,5098.0,AN,4987.0,324207.0,,62.0,18190.0,5242.0
2021-04-04,5109.0,AN,4990.0,325826.0,,62.0,18833.0,5243.0
2021-04-05,5116.0,AN,5001.0,327270.0,,62.0,19927.0,5290.0
2021-04-06,5123.0,AN,5010.0,328737.0,,62.0,21509.0,5341.0
2021-04-07,5131.0,AN,5020.0,330481.0,,62.0,22919.0,5350.0
2021-04-08,5149.0,AN,5027.0,332119.0,,62.0,25396.0,5403.0
2021-04-09,5161.0,AN,5028.0,333671.0,,62.0,27698.0,5519.0
2021-04-10,5175.0,AN,5038.0,335784.0,,62.0,29877.0,5570.0
2021-04-11,5190.0,AN,5040.0,337833.0,,62.0,32059.0,5612.0
2021-04-12,5201.0,AN,5050.0,339482.0,,62.0,36572.0,5713.0
2021-04-13,5209.0,AN,5054.0,341557.0,,62.0,43069.0,5832.0
2021-04-14,5247.0,AN,5078.0,343431.0,,63.0,49657.0,5941.0
2021-04-15,5262.0,AN,5082.0,345485.0,,63.0,54819.0,6079.0
2021-04-16,5289.0,AN,5110.0,347489.0,,63.0,61411.0,6323.0
2021-04-17,5331.0,AN,5146.0,349739.0,,64.0,67540.0,6568.0
2021-04-18,5390.0,AN,5200.0,352086.0,,64.0,71357.0,6879.0
2021-04-19,5421.0,AN,5212.0,353754.0,,64.0,75722.0,7363.0
2021-04-20,5466.0,AN,5243.0,355507.0,,64.0,78989.0,7937.0
2021-04-21,5490.0,AN,5276.0,357442.0,,64.0,80901.0,8171.0
2021-04-22,5527.0,AN,5309.0,358903.0,,65.0,83377.0,8600.0
2021-04-23,5569.0,AN,5358.0,360595.0,,65.0,85201.0,8965.0
2021-04-24,5614.0,AN,5410.0,361594.0,,66.0,86810.0,9299.0
2021-04-25,5665.0,AN,5467.0,363056.0,,66.0,87865.0,9527.0
2021-04-26,5716.0,AN,5520.0,364735.0,,66.0,89290.0,9819.0
2021-04-27,5764.0,AN,5562.0,366683.0,,66.0,90471.0,10117.0
2021-04-28,5816.0,AN,5606.0,367689.0,,67.0,91394.0,10376.0
2021-04-29,5875.0,AN,5643.0,368945.0,,67.0,92417.0,10581.0
2021-04-30,5949.0,AN,5701.0,370896.0,,67.0,93493.0,10881.0
2021-05-01,6046.0,AN,5773.0,372214.0,,68.0,94050.0,11113.0
2021-05-02,6084.0,AN,5798.0,373007.0,,69.0,94126.0,11160.0
2021-05-03,6150.0,AN,5850.0,373785.0,,70.0,94599.0,11604.0
2021-05-04,6181.0,AN,5879.0,374428.0,,70.0,94939.0,11941.0
2021-05-05,6223.0,AN,5928.0,375095.0,,71.0,95314.0,12442.0
2021-05-06,6255.0,AN,5958.0,375477.0,,72.0,96017.0,12812.0
2021-05-07,6311.0,AN,6030.0,375967.0,,72.0,96702.0,13166.0
2021-05-08,6341.0,AN,6056.0,376536.0,,74.0,97202.0,13455.0
2021-05-09,6367.0,AN,6088.0,376933.0,,76.0,97284.0,13456.0
2021-05-10,6398.0,AN,6125.0,377293.0,,78.0,97829.0,13805.0
2021-05-11,6426.0,AN,6149.0,377516.0,,78.0,98215.0,14015.0
2021-05-12,6470.0,AN,6175.0,378060.0,,81.0,98564.0,14245.0
2021-05-13,6510.0,AN,6213.0,378462.0,,83.0,98828.0,14618.0
2021-05-14,6542.0,AN,6225.0,378887.0,,85.0,98837.0,14618.0
2021-05-15,6568.0,AN,6267.0,379096.0,,85.0,99084.0,14910.0
2021-05-16,6603.0,AN,6283.0,379674.0,,88.0,99085.0,14921.0
2021-05-17,6638.0,AN,6329.0,380102.0,,89.0,99514.0,14926.0
2021-05-18,6674.0,AN,6359.0,380395.0,,92.0,99792.0,14929.0
2021-05-19,6709.0,AN,6385.0,380853.0,,95.0,100295.0,14941.0
2021-05-20,6758.0,AN,6401.0,381349.0,,96.0,102026.0,15149.0
2021-05-21,6789.0,AN,6417.0,382015.0,,98.0,102792.0,15151.0
2021-05-22,6820.0,AN,6441.0,382640.0,,101.0,103602.0,15152.0
2021-05-23,6844.0,AN,6473.0,383265.0,,103.0,103987.0,15152.0
2021-05-24,6853.0,AN,6495.0,383396.0,,104.0,104438.0,15152.0
2021-05-25,6878.0,AN,6544.0,383727.0,,106.0,105123.0,15154.0
2021-05-26,6901.0,AN,6573.0,384188.0,,108.0,105932.0,15154.0
2021-05-27,6917.0,AN,6591.0,384528.0,,109.0,106543.0,15157.0
2021-05-28,6936.0,AN,6630.0,385020.0,,113.0,107301.0,15162.0
